sme_id,revenue,profit_margin,employee_count,sector,age_of_business,late_payments,debt_ratio,marketing_spend,credit_history,collateral_value
961,68372.2555499149,0.09228400869306284,16,manufacturing,14,0,0.0,295.0032897956998,207,8123.36571672584
962,107025.7625106227,0.10739871937322096,59,manufacturing,17,1,0.29942065818122077,293.5144079339914,657,547.7240674620707
963,54270.28604159878,0.11297156043551893,81,agriculture,19,1,0.21410594959567325,374.38864931076097,573,4768.013908487516
964,71057.00998131784,0.0760409650067823,54,agriculture,1,1,0.32187271470319334,445.7783391867216,181,8114.253135988797
965,48028.078127748915,0.23561581469667275,79,agriculture,1,0,0.4638941347759662,143.75855684337407,737,202.01351929540357
966,116159.7248068852,0.13188019197411177,16,services,13,0,0.3028551264324115,450.3858701835536,183,554.507655472582
967,39669.27945918379,0.17467534778498156,15,transport,14,1,0.2459261491993993,89.71832597056836,389,11296.361736268542
968,153947.11784849115,0.11007540435104235,98,services,6,0,0.08950934553893289,116.25225236033927,170,11092.990096942027
969,48985.35494344551,0.022557768961603775,11,agriculture,6,0,0.28360852316724144,128.30213918838479,274,292.1085411797609
970,34120.617978642505,0.16890401508739955,65,services,1,0,0.4008416545366019,97.38734846768011,562,9823.494455397533
971,52612.03196815646,0.016142151720615616,79,agriculture,14,0,0.17383678094820473,155.69283495000835,494,3439.0656452839016
972,39620.585692024615,0.14519561677401718,90,manufacturing,3,0,0.0,304.03407304974337,190,9619.171640640625
973,76947.00204108834,0.054217947281703247,68,transport,23,0,0.6411360226817042,249.90398446745527,568,1150.8061949706605
974,39921.2378889296,0.2891093199461566,43,retail,10,1,0.35027632261510444,90.87205547776014,533,7846.126462469404
975,42380.89899202199,0.2137953905522305,69,tech,19,0,0.2667639617113562,85.07927151266402,348,10569.662641257899
976,32307.994282141703,0.15740276538900363,99,agriculture,19,0,0.5086492207806559,74.86768858659794,743,1759.8741799578206
977,42300.404783147686,0.2384594674358268,13,agriculture,19,0,0.32122190122257055,159.3389123332605,780,3061.4037122630025
978,31019.044459675857,0.09075788157739847,10,manufacturing,23,0,0.4998047717446851,41.901651187425045,671,1126.8907332967979
979,33421.16036239328,0.18804355650690652,75,beauty,4,0,0.4869541823815834,72.78571263426649,340,35506.051404277496
980,73265.50044691286,0.16398673036030995,82,transport,20,0,0.10882186891723042,102.81622197242342,801,2488.889960366836
981,74398.59475924008,0.1684814056933569,98,manufacturing,19,0,0.3689991924619583,345.2596581587543,595,747.671351846384
982,60721.42152858731,0.23906474500747377,41,manufacturing,10,1,0.5587928485454017,133.52166950576208,439,1018.6781446288697
983,37027.73582140686,0.20127444719458615,50,agriculture,2,0,0.15020239644782896,331.8513698732399,843,3605.284272646386
984,48836.42720049877,0.17021065639775163,87,agriculture,4,0,0.1520438111921486,172.441807986636,570,9227.992048915683
985,49722.2162328492,0.034157879464019256,71,services,24,0,0.17741983957469784,101.55095247420431,562,401.92268018610577
986,35663.218571771555,0.08279675933043752,59,agriculture,6,0,0.4335627878235311,104.95025546792694,374,47642.95286370265
987,121840.85854817093,0.1414103746482993,39,beauty,7,1,0.3426578569295391,58.390517503630946,114,4736.306734697404
988,78733.01566308507,0.15653606619936558,3,agriculture,16,1,0.009634150374056183,1014.9001787269195,140,6001.015353365738
989,45711.833587005945,0.07088573927282532,76,beauty,7,0,0.35114191852754,360.8311214322908,307,2576.573473801007
990,50357.72185797695,0.3188173672904895,7,beauty,18,0,0.26221276006932637,240.56262733507197,159,3068.329178897559
991,54569.501037333604,0.2561475838677501,49,retail,20,0,0.2831586197024747,52.31861594317717,464,2386.4812819495237
992,31868.388197170094,0.19214828242747384,26,retail,22,0,0.17444698553383273,103.40973732220318,339,13721.153245665957
993,45284.47806058884,0.15504258028986212,33,beauty,19,1,0.35223873322711996,68.01532570845647,707,2945.715788925356
994,39610.866640598644,0.13514537210691938,48,tech,9,0,0.4575687420460438,164.35925091916002,259,9419.858325854115
995,36760.99762679831,0.0833657077984435,79,agriculture,20,0,0.20370504490012797,70.67940271439787,496,1554.996719509851
996,44747.80197744518,0.15542363629632036,2,beauty,10,0,0.047631595359462264,86.81396845678486,599,3997.64530281276
997,153541.84316920285,0.16804267780999255,71,agriculture,13,0,0.25453285177249274,72.17372347947845,308,892.5829795707085
998,68298.67389106525,0.06307675971628628,32,services,18,0,0.4134430092903344,122.5105734562705,232,18486.432226211193
999,40831.4682406053,0.1733923492071428,4,manufacturing,16,0,0.23684544812062575,157.14044888704305,480,853.5286752539042
1000,65718.46131549307,0.1391318665822676,20,agriculture,22,1,0.07536765582597582,125.13466091811426,532,1830.8412389205098
1001,112686.1296602802,0.016453470948582627,36,beauty,17,0,0.4144864273379071,505.8929938553047,708,1858.5639178516112
1002,81131.01818917583,0.08977304924543486,32,manufacturing,22,0,0.5123022220497468,283.97480617151723,830,1752.9807759503117
1003,51062.18339216178,0.12104761266048489,28,retail,13,0,0.3030023325166386,79.32662012270886,488,8810.889284292425
1004,39982.41874201756,0.2821381360138133,77,tech,12,1,0.05913137100276031,192.57477987066824,682,1853.8379800299872
1005,70608.1337818756,0.18895871871736308,1,retail,10,0,0.25232541869706837,84.73011761709823,531,24122.174394692072
1006,59729.369951845525,0.05651629016300759,60,retail,1,1,0.3227308321237906,108.1912892728548,373,873.3071884981586
1007,79624.26173013073,0.1840225402592346,56,agriculture,8,1,0.1785430039122411,217.7522094961197,450,3843.221418322415
1008,68077.53750461925,0.0416887207743144,35,tech,21,1,0.3875058346907122,252.78011305541227,233,931.0574805543752
1009,88041.56534449205,0.22578837377209515,30,retail,22,0,0.1638808327650301,92.76360622469116,165,5605.251324255151
1010,41257.36532400567,0.11702127437274848,54,beauty,18,0,0.30384415086030375,61.31989431923959,738,2910.4861542694343
1011,106115.94192649199,0.14344546678825804,36,beauty,2,0,0.2657516873492456,159.20024274343882,304,2362.3376394224015
1012,54297.34359866703,0.2428057653279533,55,manufacturing,16,0,0.3923782197225129,210.12401979790118,397,17724.664971507922
1013,193323.6813980647,0.05989855019910249,89,transport,12,0,0.29785962336081634,89.06522224080256,216,1117.0953895596836
1014,39536.09879841146,0.0522017270420906,80,transport,9,0,0.27052624498811095,285.2150947555641,366,7185.157625640174
1015,146098.8299352396,0.10914804715577965,58,manufacturing,3,1,0.1795702139649107,247.50589566961185,248,940.6396579211502
1016,54305.15639142248,0.22268651957135216,83,manufacturing,22,0,0.3052153521889902,88.0322453045866,293,3529.9105167398484
1017,39934.18228559967,0.04364577471662101,65,retail,21,0,0.2609688747961587,366.54809798348566,779,496.03029707147005
1018,41892.982940373826,0.0,69,services,4,0,0.16942046156579887,375.6214399049198,278,1103.4801976970373
1019,44149.19169415989,0.11841887991137007,51,agriculture,2,0,0.323923653662765,775.9860044351785,247,2635.3872961627976
1020,60680.72672165712,0.1886218559937644,22,retail,8,0,0.35459570100841475,583.7120372889924,564,45341.30703153197
1021,63945.93110473943,0.23401832248171806,88,beauty,10,0,0.24923891669147766,72.08957348540054,668,3467.55774649443
1022,40802.16737588472,0.11757870465402206,53,agriculture,16,0,0.4397353846595635,311.06006130253724,104,35667.75983194599
1023,49300.60671833085,0.12120013750187983,36,agriculture,23,0,0.33959614641542374,299.9762897215865,625,4148.428793400925
1024,204698.77976538774,0.23077305139790233,68,manufacturing,11,1,0.10742191697120415,112.30444477791225,379,1667.9884080556042
1025,145118.55169568548,0.019118081021320538,36,manufacturing,18,1,0.5006090992370523,213.5646895772674,598,30002.46379886865
1026,61065.86814177983,0.12280354573718935,52,beauty,22,1,0.4150481897070055,33.046018161827064,535,5741.790836697685
1027,50594.32347060433,0.16332967229475404,53,transport,14,0,0.4502746816892297,32.32016909974027,315,1136.7375145417602
1028,52423.73851477295,0.18144531048995238,82,agriculture,8,0,0.36007544352941556,37.64824906648051,786,6038.175580550474
1029,67244.61407494183,0.11431353147663821,50,agriculture,23,0,0.0,202.63483911833538,614,1921.9736411199908
1030,36602.472490496664,0.15241087081940888,80,beauty,15,0,0.4638927886885239,210.44141598680324,236,150.8745513475059
1031,45121.20447460119,0.0,41,retail,17,0,0.3091181524979975,119.2107230979324,711,12136.342456902696
1032,33077.94966704044,0.10392261113663061,18,manufacturing,21,0,0.35298287727461924,588.1225255679357,694,15404.286340348068
1033,59905.07654796027,0.18174560987881272,22,agriculture,18,0,0.3810576071660497,326.90196421634647,379,46953.500739033094
1034,68547.89875765909,0.08123941760217242,66,tech,6,0,0.5904415668966845,41.32011602328082,231,5615.1048393195015
1035,41901.86724353004,0.15412889551127182,21,manufacturing,23,1,0.21806644733008407,129.3369009567255,492,2052.7073592568945
1036,128616.9913247459,0.18128107505618885,44,manufacturing,14,0,0.22193955146408237,69.98295742536689,580,10430.444255213046
1037,35241.567314902284,0.12602155593995645,47,manufacturing,23,0,0.17234482174356489,206.6851653197981,612,10665.084435916811
1038,33957.84010919789,0.16193246396975997,39,tech,3,0,0.1395086172907324,144.82655589302385,727,34801.709033148
1039,54980.55137355086,0.08260872043007712,29,retail,7,0,0.14227031496229572,73.2308881243162,518,2787.9408769604424
1040,87897.30663715285,0.13553721042127673,54,agriculture,15,0,0.022235288059437253,575.6950102803779,301,2325.3632471436913
1041,140171.13029101735,0.19271513187124556,90,agriculture,21,0,0.3639983715888714,155.386805302757,751,1019.1083633065543
1042,42214.475584512744,0.1609881072677904,85,tech,24,0,0.5981709847143128,106.39604109098336,757,6675.458233247122
1043,89780.88808846136,0.10894281113052451,17,tech,16,1,0.607736148273033,121.20557130378731,561,292.2493854870298
1044,49018.027081920096,0.1656951483003555,80,manufacturing,16,1,0.17214478139369987,541.8203218448648,301,9548.420807154593
1045,46529.85729113307,0.20002268534456324,60,retail,8,0,0.25917684335411423,307.66751768384336,251,7199.39794529359
1046,79045.97830262687,0.006504110499576526,31,beauty,7,0,0.48500132706761945,130.33644079734555,321,7169.601144667448
1047,68750.18105628624,0.23113518454691284,73,services,6,0,0.3648520446311675,67.10967731912866,178,3667.7653339155386
1048,33453.027460413694,0.12646216829232496,95,retail,2,1,0.3201773507391923,76.02360540326605,299,29716.786623388147
1049,119385.67618145875,0.1797842953268161,78,agriculture,22,0,0.26148981317361475,100.9157399966814,198,11025.76624014907
1050,111093.12664379374,0.23380728465516595,49,agriculture,13,0,0.4767452167414816,222.67929723575207,312,1199.1691403618272
1051,40215.489732588496,0.05398284119386737,2,manufacturing,12,0,0.13904235619403008,271.84322482055245,242,1231.7995469447667
1052,59800.23719259305,0.10033912983007173,48,tech,15,0,0.372131259816895,83.06031850392846,801,796.7088302667919
1053,62959.17602208815,0.12980159128870067,14,agriculture,9,1,0.3517400763783918,281.63394115688345,488,6815.297515542158
1054,55931.70697655507,0.09513725352129002,59,beauty,2,0,0.30650579350250245,71.74421969307893,473,665.0030440339675
1055,41076.93648438961,0.2714455603085766,97,agriculture,17,0,0.4181594486150379,90.97466642525016,151,15139.889302532214
1056,39719.3539110293,0.0900259534321245,99,manufacturing,5,0,0.3050605942399202,46.54321256050464,723,21686.819583342418
1057,49276.503923631375,0.11111172543591932,58,manufacturing,11,0,0.21982086150938285,45.44731773058574,234,797.4950251429873
1058,95755.50767035781,0.16430723221220836,58,beauty,22,1,0.31387669634732135,71.12636695855593,510,2256.741410673414
1059,64675.084116591235,0.06584953317467376,51,agriculture,19,1,0.06118444955432595,145.38924518726566,569,3056.2118546330153
1060,43416.0281960947,0.12230235017706152,84,services,24,0,0.391907209679485,67.0081930009609,211,11225.853447798258
1061,73765.6202165866,0.17222172828751225,2,beauty,7,0,0.43023438802493613,491.9944762841581,624,33323.397718130946
1062,30387.61673182277,0.12669977169322422,41,retail,2,0,0.2015078202830765,70.38656528527106,844,237.878826269373
1063,94179.4362847481,0.1434629198770036,83,agriculture,16,0,0.16582331675725895,171.941984758692,143,1849.6078519976215
1064,32811.293007513144,0.11294675212861403,82,tech,12,0,0.20703725149933785,426.7482981788397,496,2000.1449994907534
1065,43532.74540401675,0.04398707835734629,16,transport,23,0,0.29054655339301644,159.81391120935254,684,364.67086887483146
1066,35918.443486482814,0.1725115247937467,4,transport,15,0,0.3323828937053396,110.92644684855982,360,1439.9086758983474
1067,34838.841904838046,0.2728453150153069,12,manufacturing,1,0,0.5423237915835121,166.93539299038366,842,5662.684865152427
1068,94967.97509259351,0.15128811415484067,29,services,13,0,0.5233636524166732,94.69036652260215,644,1962.5141223658607
1069,42100.18088475481,0.16576848820732845,7,agriculture,23,1,0.42473139976088004,66.64317526554487,487,293.84965150298683
1070,58327.957944742084,0.19849059285818016,14,agriculture,6,0,0.31818909935237766,242.2971895798336,575,222153.54079949632
1071,48851.96600039556,0.06114686524173105,12,services,13,0,0.1609613870850588,93.08479187213139,509,4443.807343651894
1072,62390.375531676924,0.2691760260690724,99,transport,18,0,0.5519455850131894,314.0030222381957,679,3524.6668324413545
1073,51441.37807461966,0.16416301574959613,5,tech,3,0,0.26285368039765367,280.62246908961947,115,574.2761943394129
1074,34905.211137619845,0.2642299829362376,81,transport,1,0,0.3422061200902878,169.5339509749399,761,4407.483818708348
1075,84987.90962722935,0.09868769031332073,32,services,15,0,0.39410285828165487,322.6953570944099,201,2330.1299649152857
1076,41768.25266661826,0.27726433457904776,74,transport,13,1,0.3092393783059016,96.0388335275139,285,175.42557535784775
1077,33538.23792258499,0.20426088458243483,43,transport,5,0,0.4726646018173233,277.83336417318793,124,598.6139143551986
1078,42621.326059088846,0.18871280600966509,81,transport,13,0,0.36830879161537783,276.679090855886,171,9822.088201088996
1079,121596.73141517777,0.16638171180472036,69,agriculture,22,0,0.4482957783208893,116.61323889610544,692,55051.61479706672
1080,77406.58544255902,0.13260299673478854,45,transport,5,0,0.36710183389595064,105.23800388434275,672,5170.621161433459
1081,43731.82675834816,0.23403721609317107,9,agriculture,19,0,0.29431505066721525,193.1028284003452,117,15593.741353363486
1082,43723.02585095128,0.15982519088936328,49,services,21,0,0.31112784172832486,716.6557244512055,669,2359.8823312226095
1083,44129.945853305886,0.012305120748899334,33,tech,24,0,0.2906639282513997,123.24960782139148,431,2618.0387794364283
1084,193567.9417775849,0.07179694768050982,18,beauty,18,0,0.10735712723558252,103.48038743475779,668,15313.17030622206
1085,59378.71923241233,0.13699079734650768,9,tech,21,0,0.1498770808524574,380.96817492658295,196,36104.252449523054
1086,60866.27694077474,0.17169992882158885,62,agriculture,22,0,0.41108213037355223,156.72709501968083,826,20986.717995399496
1087,86918.47466453395,0.14603880577700729,57,retail,10,0,0.11109430875510554,296.72828418386086,111,602.1191726458223
1088,55352.92264797696,0.23532795528555644,29,services,24,0,0.23936650644372204,482.84944742637595,110,2696.100272831028
1089,45094.69833918253,0.013422869517296238,78,services,8,0,0.14248446457999983,32.27783885347203,262,4520.089288456404
1090,46123.449971455084,0.1600511555553612,25,retail,15,1,0.23134215779417727,144.01771701595553,382,2019.253272028266
1091,48372.736200636864,0.022741454222899138,15,services,21,0,0.2767096043844361,123.48961177492781,828,5333.624554988438
1092,49043.5415966963,0.2031798606838918,6,transport,20,1,0.23906493624502856,68.72653615786106,340,10207.369286753103
1093,71844.04525656358,0.1433878899890598,42,manufacturing,23,0,0.08574533591248906,31.97942500175041,144,13416.151929408661
1094,50894.782944723745,0.17937269804168826,29,agriculture,22,1,0.2721704246480304,41.5460095416895,692,37376.79096467779
1095,72058.28019705252,0.08952819275871636,79,services,4,0,0.15616557578281548,161.3369484419539,354,1818.6292608200301
1096,48198.71169437167,0.2395625452160426,93,manufacturing,2,0,0.2045164185410848,96.81202158941927,166,385.2722598259086
1097,51481.75553241683,0.2229207264841196,4,services,24,0,0.41107802299499924,78.14242556866903,713,5101.81629212371
1098,31987.37976749854,0.19084810121083212,82,transport,6,0,0.44330894946860366,160.05890500654075,702,50297.79643994401
1099,80701.41683987842,0.14093379271955914,57,transport,3,0,0.10335437464156647,85.30920481030317,141,1457.58496283931
1100,58327.509117809896,0.19059000997065925,49,beauty,7,0,0.535299884561722,416.60749145021424,483,8352.11822734861
1101,85085.259162437,0.10051752024088556,44,retail,10,0,0.22348701349215325,90.31401097178122,688,8464.351556247342
1102,30332.010812039938,0.20988889613144984,80,retail,23,1,0.2098484819052162,494.85125179163697,333,3972.5483559718095
1103,195490.2231531244,0.26546366260267446,75,retail,6,0,0.16625178189888284,144.89182280431956,813,3012.0828089874262
1104,47112.15421189999,0.22494273919854302,14,agriculture,16,1,0.30838681124798045,88.10068647415949,584,746.0974274071996
1105,91594.94422934996,0.09892782711348133,3,manufacturing,2,0,0.5972325375073404,83.12522402143162,832,97.2715830323083
1106,36476.770052448584,0.1752992122091172,62,beauty,24,0,0.06905108715706676,498.2168400806857,138,562.4059611946115
1107,67216.31249413366,0.059480091936894644,64,services,17,0,0.0,258.9582117181524,110,1659.9516863729787
1108,36379.04625867368,0.1900673217822973,45,agriculture,13,0,0.3402765788620633,80.8394794837358,723,15461.897197425546
1109,40235.27687946283,0.1815422389003777,82,manufacturing,1,0,0.38540087593879474,163.2464879463572,508,2553.7238506049775
1110,168884.25529703803,0.0191128562327485,58,agriculture,6,1,0.30790083147228275,22.489689349675963,207,1368.4875373216346
1111,46219.66823557255,0.06867513092613452,20,agriculture,5,0,0.3893699213124498,51.14764985025002,193,783.3047567577382
1112,54800.191821201086,0.1301802772279363,58,agriculture,13,0,0.13031085099149411,81.43206095274861,183,7984.111176161044
1113,78372.96632436613,0.12893981770014215,89,beauty,23,1,0.15826953415563683,79.84970571005887,157,22868.95858403894
1114,63014.99183592879,0.06533661452068361,57,agriculture,18,0,0.31859368987588443,391.66691661033957,392,14693.398390304521
1115,53140.463718163715,0.17722851105465287,77,beauty,12,1,0.5637104041093237,32.09340835353237,115,7399.920601722234
1116,58870.67704598883,0.16760315262583583,68,retail,7,1,0.3841020990135076,47.35890060514437,576,325.896837019647
1117,257072.20380024714,0.13640116076150363,78,services,15,0,0.3910805984616368,213.13283005678778,704,1758.978700392303
1118,48642.783458327845,0.09709459498891458,97,transport,3,0,0.13894852566491242,178.43383328154238,264,55323.68208652187
1119,54385.34461525682,0.22340949884915945,92,services,16,0,0.3633607624247882,112.18881853086751,536,16041.361155245992
1120,88106.43211716955,0.2658784979161807,52,services,1,1,0.12267761267973037,766.6199242627252,826,297.0038710772557
1121,91429.37265238984,0.11615069613074239,37,services,16,0,0.5651636036940315,243.21009870112462,755,2742.469895884533
1122,96714.25988790281,0.10714831579916254,8,services,24,0,0.148210903595494,394.7528072308413,502,5139.174019760863
1123,68216.14736959567,0.18438453657883974,44,beauty,12,1,0.18052790722524567,142.502551562978,485,950.285347668564
1124,35763.34885801593,0.12493794341771096,98,agriculture,19,0,0.0790386535403079,96.07549466374465,237,93.33488766226385
1125,134706.35584166704,0.1402421959535736,5,retail,8,1,0.3128724479334592,96.95980372996507,815,3457.275283583592
1126,35741.44122962469,0.201775720620727,69,retail,23,0,0.30656874717946625,311.72828566595496,821,914.4864158786775
1127,57077.5320686839,0.016345073874489496,31,manufacturing,12,0,0.5269861621765068,275.39286279006615,630,919.8746321661712
1128,38884.40138360759,0.24228116273968686,45,manufacturing,15,1,0.41646223779576463,124.6006090038433,392,1751.0650120162074
1129,48516.399636237824,0.1550876367030539,9,services,2,0,0.1813849930117425,216.43001605408077,574,2439.3481428313285
1130,57815.63961203667,0.12119547988064738,32,services,17,0,0.4310093304625925,320.5680066905292,561,2940.620254078346
1131,57604.47481530373,0.14375360920449856,33,tech,7,0,0.11347264915138619,94.52425007916757,472,791.5674958999537
1132,60610.11263357884,0.1473700548514363,67,manufacturing,13,0,0.19224704417540356,112.76247555735594,261,2142.407992478005
1133,132646.0096551572,0.028815908758855202,30,services,1,0,0.31776893231088305,212.1539947533678,741,213.5487074089091
1134,61619.147834716074,0.2546456759217265,76,retail,6,1,0.13021704322011024,35.48364172821789,143,4753.129860569306
1135,45333.156324109004,0.15289279425894328,29,transport,13,0,0.4596988275612213,215.39504060001357,182,41.0826906197484
1136,83221.06694259925,0.18101014913131627,3,retail,11,0,0.6418969252272033,60.33791943007936,735,1930.9451544334547
1137,96879.22249557715,0.216608483940183,90,beauty,10,0,0.25582168637810443,315.2363619203082,638,11834.558664123617
1138,35230.43732869778,0.07851862797077898,57,retail,16,0,0.20224696219631955,827.3500329736686,618,608.4951664969154
1139,66636.23663604193,0.18314303293246598,30,services,24,1,0.28056155839889313,84.96720411932809,510,8731.088320407693
1140,70730.46164919081,0.13126512363708445,9,manufacturing,23,1,0.2163941507231992,50.414811562432945,440,16875.1780733748
1141,44493.83541478692,0.20927395426515455,26,agriculture,20,0,0.3392595657290825,128.5185298824097,810,20.866605773982176
1142,110734.82335987002,0.001094080575395312,2,retail,17,0,0.10163932789457608,120.03605710271594,723,2375.482003302526
1143,46925.60316115945,0.14306339898311116,62,tech,17,0,0.3477759597902062,251.78588397324864,188,39.8985450595322
1144,52552.90725944645,0.10780255409512268,3,services,4,0,0.5867884857854737,178.975522148369,739,2496.6056084350253
1145,46522.15286502798,0.18025840654439088,46,transport,5,0,0.0,117.08916913469876,329,2949.064214326973
1146,50119.77762708411,0.18290309311577416,68,tech,23,0,0.12470288550895328,159.57130591943965,117,71.96529731819031
1147,36077.611354163375,0.10046618736245816,25,retail,14,1,0.23324139841691205,60.47790356014987,772,53490.40350839187
1148,34075.13253554117,0.10014782950767695,51,manufacturing,20,0,0.38128392307138587,288.11855211116284,380,4578.028433768993
1149,130678.05117425638,0.14225342420098694,13,beauty,10,1,0.43355731436475714,541.5139968311247,521,834.193051238125
1150,38026.62251504593,0.08723504408793542,44,transport,14,0,0.4214901738751254,56.93568456288118,777,26851.289940179067
1151,36838.78577116125,0.20893885868164888,35,retail,1,0,0.04624472661075085,41.955000114619786,801,201.65940673156237
1152,31585.86296561545,0.12415549596867875,55,beauty,11,1,0.1988481260105551,107.59016697936862,437,471.65295472042015
1153,40068.79940103009,0.0,87,beauty,23,0,0.16495246378228737,55.858606745207005,365,94.70972754407583
1154,34680.7423439013,0.12376245603647357,9,services,18,1,0.2902201673475263,53.46492618148466,454,44425.45055113438
1155,135615.93139143044,0.07730193254092192,2,services,16,0,0.3027420128638232,48.34608291818885,459,4907.498189414474
1156,85749.07532218893,0.0358106929177338,61,transport,18,0,0.09461593297941337,127.11829164142895,316,8015.261451392863
1157,39546.83384556556,0.06338013532441991,41,beauty,8,1,0.2340668467371359,106.78975813071742,420,4682.099272687774
1158,225138.53376955178,0.1576585930283079,44,retail,10,0,0.3870777818393557,200.05764285717143,818,7049.074719394232
1159,84184.66408294666,0.2430048579773762,64,transport,10,1,0.20575037481156733,94.59348871803316,764,3351.3434384884868
1160,44082.28233934377,0.17192291317054859,31,tech,5,1,0.269964999691496,56.07474447584581,792,4475.538747928612
1161,30886.293850403414,0.10754476282489822,47,retail,10,0,0.554533472937096,146.4221101981962,311,3503.1055509628764
1162,232830.8711408054,0.1819132936619492,2,tech,18,0,0.5985044270278762,63.63446118440846,302,1196.4478149501958
1163,34327.84070062384,0.11786367828467056,96,transport,21,0,0.0,223.57275692743488,816,2779.6015030352614
1164,33169.04855551262,0.10137797415857987,82,agriculture,24,0,0.3170846357997719,39.13517814575512,252,4493.520997249296
1165,86474.95839259711,0.06919461322369108,77,tech,6,1,0.7375549156812984,26.261168175709585,781,3518.618357017757
1166,265504.84734745364,0.027371983527379642,69,tech,3,0,0.3718270301748864,40.9430402967545,528,324.84295117045224
1167,111436.3012326515,0.12270534054083881,58,agriculture,8,0,0.3027735088420734,106.20216174838252,386,396.4381333860317
1168,65403.03185412833,0.16106374429440923,44,agriculture,9,0,0.49690322676744725,117.95416478923454,420,15127.387941614916
1169,66537.30601292652,0.14323634309895772,74,transport,5,0,0.3327139209692499,165.59638744614685,535,1880.9061439663824
1170,77560.81324118515,0.1208823150436849,56,transport,2,1,0.4063705718267005,94.4658238589641,691,7165.893389982497
1171,73200.0561525946,0.08379777575122531,43,retail,2,0,0.2684543257511936,75.39897145826723,595,579.2998014819337
1172,56485.96538581481,0.1925772334179478,89,services,7,1,0.3305265540622375,467.1356359481338,703,327.10498847196516
1173,52058.90446210554,0.057800765603739035,34,transport,17,0,0.36399460350632995,378.08095329780423,248,841.0112873297397
1174,48546.27979903731,0.2043219539690433,30,tech,10,0,0.4298338148510978,326.67374289626076,641,2134.851554725527
1175,38887.41804820049,0.07984480867512925,71,beauty,12,0,0.2352418976865871,190.017663687458,734,1099.146832548018
1176,44754.417040706554,0.09732953338528755,70,services,2,0,0.2311651368313683,202.5131978696076,581,20762.427969552347
1177,32984.43534403992,0.04732503665690259,55,tech,10,1,0.010877635869885938,77.93239276569707,425,3902.15776543177
1178,47866.72750341141,0.11490184971800543,67,retail,20,0,0.24192734162252638,166.58182507266352,128,47734.41608091902
1179,36860.230236692296,0.21827187209345852,13,services,1,1,0.44295530476466366,69.97277403138213,358,5467.693982447131
1180,36027.44789615171,0.18609396619107696,3,manufacturing,4,0,0.3694836684000201,63.9039618027029,797,79.93180016235581
1181,53856.79197215942,0.21848954784196245,26,agriculture,13,0,0.15048721463913514,40.69105040935287,174,14531.331780914506
1182,112074.45231068143,0.1865499782153755,57,manufacturing,12,0,0.014420628731369955,205.37904371143742,656,309.7212087703103
1183,80803.96317653272,0.07274311200287414,24,manufacturing,11,0,0.27863688973686523,169.17563062898412,680,4212.453351692085
1184,33478.19285334585,0.12684475429707098,53,services,10,0,0.43856667789659654,116.4767983870676,597,932.5976956694965
1185,36852.284418962794,0.0953860609617776,70,manufacturing,15,0,0.22816525022852754,104.89446299203108,515,74166.404100515
1186,81975.94867092594,0.24314024328273282,43,retail,5,1,0.0832616243781302,34.32640245794038,821,25832.712422985405
1187,36907.1648146553,0.06622479475015818,60,beauty,17,0,0.21157392415430784,182.20267153969633,439,979.7221758552769
1188,45651.341682540165,0.21255883825723776,58,manufacturing,5,0,0.3489238295873645,115.3035192873392,407,2462.576645944056
1189,64904.745138879654,0.21250677090761383,49,retail,2,0,0.4863655929788536,303.93010838061,803,4302.265848781674
1190,37017.0243801639,0.2780734141201261,42,manufacturing,9,0,0.26149574578134177,166.82895812496005,714,10884.783757186948
1191,52085.772639950665,0.12132193851593517,76,transport,6,1,0.45823386188276205,261.0278504051831,340,3114.200909596275
1192,34621.069613399246,0.19986255117061136,66,agriculture,18,0,0.4416063222223627,147.55598766149558,352,640.7617166594788
1193,40485.40351806999,0.309715628557719,11,manufacturing,14,0,0.12350022639217695,171.63022325231782,319,1016.033948237631
1194,57559.75581206971,0.10676508261464122,98,retail,19,0,0.4876062177403727,312.59268654687355,496,2960.9851279210197
1195,33382.907240303364,0.0425471826727348,90,retail,14,0,0.34426691506157137,127.24172050616528,435,18990.335448792703
1196,61198.444747966605,0.018399297626456534,18,tech,8,0,0.11899754193836715,216.47691434610138,828,5663.270271370209
1197,49395.668681108466,0.1998898420202932,85,retail,17,0,0.5641247009906599,104.08214760423786,813,934.3747696751191
1198,64991.908579725874,0.018179485435899118,52,transport,3,0,0.2811636618104875,133.63530327958892,128,7883.751644446539
1199,54966.6901585195,0.1239376662943454,46,retail,10,0,0.008483527153362425,531.0303621978495,593,1668.2371376736658
1200,109797.12614758436,0.18061192309272725,44,beauty,17,1,0.1940600478143836,247.74632647832902,823,11334.562985670544
1201,52544.68757630183,0.16296228757809397,22,agriculture,11,0,0.15713186374271604,96.23882601877187,601,131994.51233609393
1202,42604.01108662749,0.17978114049289207,53,services,8,1,0.1977390098827698,208.1658938044456,253,1740.208901933647
1203,52476.440524700694,0.16556028990605978,59,manufacturing,1,0,0.23322218817626295,53.30419220599539,330,9920.98747910721
1204,64664.36604233026,0.23952060693193752,94,beauty,13,1,0.2613916100572604,124.34329250007359,201,974.485853282081
1205,50827.92204539444,0.0833378533482842,30,retail,21,0,0.2557495937224296,69.21797334662001,276,2518.9674367459324
1206,50649.78338799893,0.1026103403079028,8,tech,4,0,0.2853772161034412,213.04959055254096,792,3116.118482909911
