sme_id,business_name,revenue,profit_margin,debt_ratio,collateral_value,marketing_spend,employee_count,staff_count,age_of_business,sector,previous_funding_received,previous_funding_amount,default_history,loan_applications_count,funding_requested_amount,expected_roi,project_duration_months,business_stage,collateral_offered,business_registration_uploaded,tax_clearance_uploaded,financial_statements_uploaded,tax_registered,tax_paid_last_year,licenses_required,licenses_up_to_date,total_payroll,cost_per_hire,nssf_contribution_percent,nhif_contribution_percent,staff_turnover_rate,bank_balance,m_pesa_balance,pending_invoices,paid_invoices,late_payments,campaign_spend,clicks,impressions,conversions,target_segment,total_customers,active_customers,repeat_customers,channels_used,owner_age,owner_gender,education_level,employment_status,location,eligible_for_funding,default_risk,business_health_score,probability_score,liquidity_months,liquidity_score,debt_management_score,revenue_stability_score,financial_health_score,revenue_per_employee,employee_productivity_score,payroll_ratio,payroll_efficiency_score,invoice_completion_rate,invoice_mgmt_score,staff_retention_score,operational_efficiency_score,documentation_score,tax_compliance_score,license_compliance_score,compliance_health_score,customer_growth_rate,customer_retention_rate,market_expansion_score,marketing_roi,marketing_conversion,market_effectiveness_score,maturity_score,funding_track_score,growth_potential_score,comprehensive_health_score,health_category,liquidity_risk,debt_risk,profitability_risk,compliance_risk,growth_stagnation_risk,total_risk_flags
1199,SME_1199,54966.6901585195,0.1239376662943454,0.1730348547811532,0.0,42959.10997055542,91,31,8,tech,0,0.0,0,4,671685.7444189066,0.1333059765796508,27,growth,0,1,1,0,1,1,3,1,263364.69021430326,8337.646462289498,0.1184680321991923,0.0348715277694286,0.1828095700119288,69420.6754875699,19162.019531506343,5,19,46,48719.362631431184,1696,88996,350,low,1955,1955,949,physical,35,male,phd,employed,Kisumu,1,low,54.0,3.718129988830362,19.338845711163085,25.0,20.67412863047117,15.800357148038383,65.19261576733992,604.0295621815329,0.3624177373089198,4.7913507154020145,0.0,0.7916666666666666,19.791666666666664,16.343808599761424,36.497893003737005,20,35,30,85,1.0,0.4854219948849105,22.28132992327366,1.2795118473402776,0.20636792452830188,11.3351320479195,20.0,10,63.61646197119316,61.7,Stable,0,0,0,0,0,0
1200,SME_1200,109797.12614758436,0.1806119230927272,0.4388508314254082,324.14987061307227,20176.13832536147,60,38,19,agriculture,1,344465.01934978325,0,8,225629.51522974265,0.1342296014032069,29,growth,1,1,1,1,1,1,3,1,205236.26156302093,26619.05096100137,0.1180277032278947,0.04080004258002,0.1376120860620869,138742.54853426738,17609.928749965708,10,42,21,7666.660741053965,1701,70792,226,high,3518,3468,25,online,45,female,phd,self-employed,Other,1,medium,49.4,5.418357692781815,17.088149692450543,25.0,14.028729214364793,16.801981878362568,61.24906878550917,1829.9521024597393,1.0979712614758435,1.8692316344159279,0.0,0.8076923076923077,20.192307692307693,17.247758278758262,38.5380372325418,30,35,30,95,0.9857873791927232,0.00720876585928489,14.894942175780121,5.4419296882778125,0.13286302175191064,20.621226688976456,25.0,20,80.51616886475658,66.2,Stable,0,0,0,0,0,0
1201,SME_1201,52544.68757630183,0.1629622875780939,0.2503837655965421,3675.6214938583616,19927.185718269124,95,48,3,services,0,0.0,0,9,369812.5381238046,0.2151347567513071,8,startup,1,1,1,1,1,1,3,1,366296.1551495333,16930.130601863435,0.0746246335171554,0.0443008505094801,0.2287154343853052,16474.10329692262,28186.737857303717,4,27,36,45709.46962027872,1856,21361,187,low,897,272,272,physical,42,female,bachelor,self-employed,Mombasa,1,low,72.9,4.888868627342816,10.199510522780722,25.0,18.740405860086447,15.73512245867418,64.36439694610344,553.1019744873877,0.3318611846924326,6.971135847322774,0.0,0.8709677419354839,21.774193548387096,15.425691312293896,37.531746045373424,30,35,30,95,0.3032329988851728,1.0,19.548494983277592,2.6368343387360103,0.10075431034482758,14.422450816081682,7.5,10,51.47094579935927,61.2,Stable,0,0,0,0,0,0
1202,SME_1202,42604.01108662749,0.179781140492892,0.2234758779524674,3286.3636100550816,8494.333740331,19,25,9,manufacturing,1,453736.4464527279,0,9,786911.2404868202,0.2153590256344756,10,growth,1,0,1,1,1,1,3,1,356954.85433842166,17011.110275411746,0.1074367060998585,0.0448815632440986,0.1108943622467857,58486.78101271113,25083.39912845277,15,40,5,27646.068126914117,3373,28546,176,medium,2727,1877,1877,online,33,male,phd,self-employed,Other,1,medium,51.7,5.39343421478676,23.5386794838371,25.0,19.413103051188315,15.431534491875244,65.23807175785032,2242.316372980394,1.3453898237882365,8.378433045015855,0.0,0.7272727272727273,18.181818181818183,17.782112755064286,37.3093207606707,20,35,30,85,0.6883021635496883,1.0,25.324532453245325,5.01558007832258,0.05217906907797213,18.72621387017566,22.5,20,86.55074632342098,66.5,Stable,0,0,0,0,0,0
1203,SME_1203,52476.44052470069,0.1655602899060597,0.3224184134494964,10096.262744912132,19153.28380428893,38,25,13,tech,0,0.0,0,2,650886.7109537652,0.3011180826787907,23,growth,1,1,1,1,1,0,4,1,197558.22029155816,47166.55731839421,0.0656397944027799,0.0217500128485197,0.221171153892466,26762.317152677133,20152.876845337018,10,0,30,14806.823158495768,2520,89203,392,low,4482,1813,329,online,40,male,bachelor,self-employed,Other,1,medium,45.9,4.966808697181791,10.72828725323269,25.0,16.93953966376259,15.73324101151239,62.63958937245677,1380.9589611763338,0.8285753767058003,3.7647031375645117,0.0,0.0,0.0,15.57657692215068,16.405152298856482,30,20,30,80,0.40450691655510934,0.18146718146718147,8.789611470334362,2.7398142825487612,0.15555555555555556,15.52369286454297,25.0,10,59.31330433487733,53.9,At Risk,0,0,0,0,0,0
1204,SME_1204,64664.36604233026,0.2395206069319375,0.415612531442818,840.6868059235168,43580.84231644251,6,35,9,agriculture,0,0.0,0,0,339749.9813282139,0.2499324614227476,21,mature,1,1,1,1,1,0,4,1,369233.443038871,36060.31570321984,0.0792104629634598,0.0392496696415089,0.1124011604547834,83873.2170130847,11214.231208877023,4,15,4,37287.07575707455,1920,70785,437,medium,1767,1767,1767,online,42,male,master,self-employed,Mombasa,1,medium,52.5,7.185618207958125,17.645721260401636,25.0,14.609686713929548,16.035571306865492,62.83087622875317,10777.394340388377,6.466436604233026,5.7099986536196035,0.0,0.7894736842105263,19.736842105263158,17.75197679090433,43.95525550040051,30,20,30,80,1.0,1.0,30.0,1.4837796289663083,0.22760416666666666,12.511876939385793,22.5,10,75.01187693938579,64.0,Stable,0,0,0,0,0,0
1205,SME_1205,50827.92204539444,0.0833378533482842,0.6572570297598819,217.99913533002604,18156.4355244818,15,42,20,manufacturing,1,377886.20646246034,0,7,671015.56825473,0.1508053321580198,25,growth,1,1,1,1,1,1,2,1,206694.45936714523,46826.60416007593,0.100851499838864,0.0488413383930272,0.168337719332,23211.06993583037,40027.144554670085,8,3,12,27813.10792351184,4767,22969,325,medium,3279,3279,1157,physical,31,male,master,self-employed,Mombasa,0,medium,36.0,2.500135600448526,14.929954704980236,25.0,8.568574256002954,15.687035196195364,51.755745052646844,3388.5281363596296,2.033116881815778,4.066553403118591,0.0,0.2727272727272727,6.8181818181818175,16.63324561336,25.484544313357596,30,35,30,95,1.0,0.3528514791094846,20.292772186642267,2.79944386533684,0.06817705055590519,14.371202806286648,25.0,20,79.66397499292891,59.4,At Risk,0,1,0,0,0,1
1206,SME_1206,50649.78338799893,0.1026103403079028,0.4240854161486134,0.0,47580.178124989405,93,34,12,services,1,427040.6885229213,0,4,770006.6644341273,0.0719927092653141,15,growth,0,1,1,0,1,1,4,1,149899.67345799325,30906.04392538222,0.088538000356684,0.0426506286197498,0.1321801261314185,150479.924047232,22237.135271501764,10,31,48,28783.82032532083,4457,90389,348,medium,2794,2794,2602,mobile,23,male,bachelor,self-employed,Kisumu,1,low,38.9,3.0783102092370838,40.92030751538994,25.0,14.397864596284665,15.681952754048858,58.15812755957061,544.6213267526766,0.326772796051606,2.9595323697575933,0.0,0.7560975609756098,18.902439024390244,17.35639747737163,36.58560929781348,20,35,30,85,1.0,0.9312813171080888,28.96921975662133,1.0645143709833518,0.0780794256226161,8.420141657531483,25.0,20,82.38936141415282,63.0,Stable,0,0,0,0,0,0
1207,SME_1207,39404.52610221214,0.0959138388310423,0.4739759949582516,0.0,47315.44496041937,47,42,23,manufacturing,1,342379.84026931896,0,4,600635.8693337317,0.2882590826079225,30,growth,0,0,0,0,0,1,1,1,373923.4331297663,45822.75413147429,0.1074782714124969,0.0355970906272277,0.1898891506285654,185964.74914835056,5845.893093400053,14,28,33,8596.953007585113,3248,86525,307,low,188,188,188,online,36,female,phd,employed,Nairobi,0,medium,28.5,2.877415164931269,58.41277473888437,25.0,13.15060012604371,15.318522658327012,56.34653794930199,838.3941723874924,0.5030365034324955,9.489352369315121,0.0,0.6666666666666666,16.666666666666664,16.20221698742869,33.37192015752785,0,15,30,45,1.0,1.0,30.0,0.8328047244441023,0.09451970443349754,7.47626986523465,25.0,20,82.47626986523466,53.6,At Risk,0,0,0,1,0,1
1208,SME_1208,39811.560927700346,0.2081134268303827,0.2241050701518216,27844.73319460109,7244.932965367301,45,34,13,services,0,0.0,0,7,254706.89585098837,0.2331671100858596,8,growth,1,1,0,1,0,1,4,0,377611.58083034726,42684.26544133987,0.1186027312550857,0.0499561899872544,0.0482064321942151,42504.84649654559,5184.778029787177,16,7,49,33997.01775247029,530,52436,493,low,249,249,249,online,50,male,bachelor,self-employed,Nairobi,0,medium,60.5,6.24340280491148,14.374605792404681,25.0,19.39737324620446,15.333399271160339,65.97417532227627,884.7013539488966,0.5308208123693379,9.484973008621981,0.0,0.30434782608695654,7.608695652173914,19.0358713561157,27.17538782065895,20,15,0,35,1.0,1.0,30.0,5.495090309049118,0.930188679245283,25.0,25.0,10,90.0,54.9,At Risk,0,0,0,1,0,1
1209,SME_1209,34261.36856490578,0.2130279011876544,0.1461197841045785,443.39318647094336,8865.562676132244,5,11,8,agriculture,0,0.0,0,7,20240.38470175321,0.2969222799192825,14,growth,1,1,0,1,1,1,4,1,439595.12229272537,49902.9407547611,0.0506312351138195,0.0213194616360043,0.097896194467477,53862.63460332665,12667.70158277215,17,1,9,14706.983768477954,509,20964,62,low,2404,2404,1835,online,47,male,phd,self-employed,Other,0,medium,49.9,6.390837035629632,23.30216414795984,25.0,21.347005397385537,15.116056847657855,67.85389928067302,6852.273712981156,4.111364227788694,12.830635222873335,0.0,0.05555555555555555,1.3888888888888888,18.04207611065046,23.54232922732804,20,35,30,85,1.0,0.7633111480865225,26.449667221297837,3.8645452992108225,0.12180746561886051,17.646844460211398,20.0,10,74.09651168150924,61.5,Stable,0,0,0,0,0,0
1210,SME_1210,147701.1274164251,0.1815857723522955,0.3093497024428684,16848.899971771985,43133.70351659445,78,32,15,manufacturing,0,0.0,0,1,806792.1248485157,0.2458762795974174,5,growth,1,0,1,1,1,1,1,1,275424.9131167423,27639.65762950522,0.1147164431934546,0.0226445863318368,0.1787724702782825,36230.21239598806,28059.244963922305,13,45,39,17788.20245875648,3261,72416,244,medium,3697,2844,662,online,58,male,phd,self-employed,Mombasa,1,low,45.8,5.447573170568865,5.223206496886447,25.0,17.26625743892829,17.231287921707526,64.94511853120468,1893.6041976464755,1.1361625185878854,1.8647448258144688,0.0,0.7758620689655172,19.396551724137932,16.42455059443435,36.95726483716017,20,35,30,85,0.769272383013254,0.23277074542897327,15.030646926633409,3.4242625922348946,0.07482367371971788,15.99339129329889,25.0,10,66.0240382199323,62.2,Stable,0,0,0,0,0,0
1211,SME_1211,35133.10833874089,0.2328445566822949,0.3160754872889394,103893.49283803186,19638.04594623596,53,35,13,transport,0,0.0,0,2,826180.8842098411,0.3804962523081355,22,startup,1,1,1,1,1,0,4,1,154570.53768151585,36325.6755767103,0.0789413077928614,0.0430442624690237,0.1941936230318321,41548.936348676354,8250.936078662817,6,23,39,45328.81996665818,4648,912,179,high,2838,673,673,online,55,male,highschool,self-employed,Other,1,low,46.1,6.985336700468847,17.009553022358254,25.0,17.098112817776514,15.152428690375801,64.23587820862116,662.8888365800167,0.39773330194801,4.399569095657632,0.0,0.7931034482758621,19.82758620689655,16.116127539363358,36.34144704820792,30,20,30,80,0.23713883016208598,1.0,18.55708245243129,1.7890328006628824,0.03851118760757315,10.834616507128622,25.0,10,64.3916989595599,60.4,Stable,0,0,0,0,0,0
1212,SME_1212,39497.72526051094,0.0675371392836533,0.1382230887953104,1691.4690128420095,218.69911415046684,66,13,21,manufacturing,0,0.0,0,9,703652.4113664748,0.1783620161821766,10,growth,1,1,1,0,1,0,3,1,426603.6815075929,12230.111693991628,0.0785564415037444,0.0364924347778371,0.118206530822371,65755.48598233017,11535.834844447229,15,40,49,8974.909205840715,4939,44729,21,high,3634,3634,2751,mobile,33,male,bachelor,self-employed,Nairobi,0,low,39.8,2.0261141785095993,23.48225989734708,25.0,21.54442278011724,15.32194249062264,63.89247944924948,598.4503827350143,0.35907022964100854,10.800715197999086,0.0,0.7272727272727273,18.181818181818183,17.63586938355258,36.176757795011774,20,20,30,70,1.0,0.7570170610897083,26.355255916345627,180.6030418273033,0.004251872848754809,25.0,25.0,10,86.35525591634563,62.7,Stable,0,0,0,0,0,0
1213,SME_1213,39238.28527626181,0.2667056878085796,0.273705820514398,429.91463716535947,13693.59098526855,62,32,13,agriculture,1,327284.3037765324,0,9,95049.31274026152,0.2041408267473309,28,growth,1,1,1,1,1,1,4,1,128600.12594123645,47277.14255933496,0.0500461624760161,0.0237327333248512,0.2038168233462716,59828.31989333703,25583.45765781039,8,45,43,44332.2587658952,3742,80057,310,low,1162,1162,1162,online,50,male,none,employed,Nairobi,1,low,60.7,8.001170634257388,26.12095109145437,25.0,18.157354487140047,15.312402519403854,66.47092764080129,632.8755689719648,0.37972534138317887,3.277414520940759,0.0,0.8490566037735849,21.22641509433962,15.923663533074567,37.52980396879737,30,35,30,95,1.0,1.0,30.0,2.865448903685967,0.08284339925173703,14.763429200163019,25.0,20,89.76342920016302,69.6,Stable,0,0,0,0,0,0
1214,SME_1214,79610.70576887882,0.256626703519858,0.3598976402578696,1618.958710784683,29881.449659778,23,45,17,manufacturing,0,0.0,0,0,593517.8417578853,0.2790470731834924,30,mature,1,1,1,0,1,1,4,0,472376.1144145018,22943.63944872929,0.1084045051145577,0.0312593766504518,0.1152079404939749,80108.21348281701,11670.2592535102,2,13,27,25020.902878045537,609,40340,112,high,2957,1339,1339,physical,52,male,none,self-employed,Eldoret,1,medium,58.2,7.69880110559574,13.834090053582464,25.0,16.00255899355326,16.33658858171419,65.0379486808632,3461.3350334295137,2.076801020057708,5.9335752629285405,0.0,0.8666666666666667,21.666666666666668,17.695841190120504,41.439308876844876,20,35,0,55,0.45282380791342575,1.0,21.792357118701386,2.6642183252587976,0.1839080459770115,15.744771005902907,25.0,10,72.5371281246043,58.6,At Risk,0,0,0,0,0,0
1215,SME_1215,44533.87839499896,0.2014935398072022,0.354059009252712,3044.242714113729,39963.2982979984,44,44,15,manufacturing,0,0.0,0,2,824600.2578461751,0.2863015803237869,4,startup,1,1,1,1,1,1,4,1,187994.08900353775,46248.504006602285,0.1031292226814833,0.0219286589460149,0.1759764523437513,107363.848574853,43045.15300975892,15,43,20,8925.510214352234,2134,54334,109,medium,1422,1422,1422,mobile,28,male,master,self-employed,Nairobi,1,medium,52.2,6.044806194216066,40.528875635004866,25.0,16.148524768682197,15.495666447679259,62.688997410577514,1012.13359988634,0.6072801599318041,4.221372487168084,0.0,0.7413793103448276,18.53448275862069,16.480470953124975,35.622233871677466,30,35,30,95,1.0,1.0,30.0,1.1143694412537886,0.05107778819119025,8.253733138104668,25.0,10,73.25373313810466,64.5,Stable,0,0,0,0,0,0
1216,SME_1216,100940.51810137344,0.2747259236139742,0.3756431780076408,6944.337182231849,6669.430854662977,52,44,22,beauty,0,0.0,0,3,401874.9537060023,0.2327095955392599,9,startup,1,1,1,1,1,1,3,1,58443.33516641238,9532.067997968245,0.1125807276824733,0.0357926084023906,0.1430015282967078,146869.16486385028,29910.41938343861,6,42,36,40579.94302687222,4715,41150,2,medium,4551,2082,560,online,41,male,phd,self-employed,Eldoret,1,low,60.4,8.241777708419225,21.01589184272874,25.0,15.60892054980898,16.680231565917495,65.53092982414569,1941.163809641797,1.164698285785078,0.5789878659798277,10.52530335050431,0.875,21.875,17.139969434065844,50.70497107035523,30,35,30,95,0.4574818721160185,0.2689721421709894,10.89681021430512,15.134802399338199,0.0004241781548250265,25.0,25.0,10,70.89681021430512,68.8,Stable,0,0,0,0,0,0
1217,SME_1217,39699.71901714805,0.0340363754625558,0.3436447095206164,0.0,5527.068220836767,46,23,19,transport,0,0.0,0,6,214040.71953584903,0.040890569988118,27,startup,0,1,1,0,1,1,3,1,134044.84478378366,28186.45197609877,0.0617152624668568,0.02312208203074,0.0748628965319118,177475.29602973312,5205.499262233509,6,0,35,32624.83457866342,4091,69031,257,high,3522,2988,446,mobile,55,male,phd,self-employed,Other,0,medium,47.5,1.021091263876674,55.21876722998229,25.0,16.40888226198459,15.3293267981387,57.759300323999966,863.037369938001,0.5178224219628006,3.3764683504657507,0.0,0.0,0.0,18.502742069361766,19.020564491324567,20,35,30,85,0.848381601362862,0.14926372155287818,14.964679843736103,7.182780713196577,0.06282082620386213,21.96263272642351,25.0,10,71.92731257015961,56.4,At Risk,0,0,1,0,0,1
1218,SME_1218,56426.06398353248,0.1132886304616143,0.2239487011094916,30723.951274922,46104.63267861658,19,14,3,transport,1,365453.6590853612,0,8,595874.7512966413,0.0232034394187982,34,startup,1,1,1,1,1,1,2,1,236656.32717533625,5063.020905312654,0.0650578813742105,0.0202069578647509,0.238105076057326,94578.98380995926,7854.403617113429,19,32,27,17341.028761769056,311,56001,186,high,4414,1875,795,online,49,male,highschool,self-employed,Kisumu,0,medium,56.3,3.398658913848429,21.78427064279382,25.0,19.40128247226271,15.838290365655851,63.638231751766995,2969.7928412385513,1.7818757047431308,4.19409596324852,0.0,0.6274509803921569,15.686274509803921,15.23789847885348,32.70604869340053,30,35,30,95,0.42478477571363843,0.424,12.731771635704575,1.2238697220920056,0.5980707395498392,16.963549058012845,7.5,20,57.19532069371742,60.9,Stable,0,0,0,0,0,0
1219,SME_1219,38129.8033459453,0.0985287577522633,0.2229149060026735,0.0,37557.41839112913,88,30,14,beauty,0,0.0,0,4,829780.4947548603,0.1614050640103388,14,startup,0,1,1,0,0,1,2,1,74835.1866947987,23720.824778549908,0.0712471407287401,0.029672723808698,0.1220638896877527,182249.81457709157,10563.528048548464,0,10,12,15036.303658185856,2322,69860,27,medium,385,385,385,mobile,28,female,phd,self-employed,Nairobi,0,medium,64.8,2.955862732567899,60.68114462892252,25.0,19.427127349933162,15.270918745176573,62.65390882767763,433.2932198402875,0.2599759319041725,1.9626428706130903,0.0,1.0,25.0,17.558722206244944,42.81869813814912,20,15,30,65,1.0,1.0,30.0,1.0152402635573952,0.011627906976744186,7.181802862530038,25.0,10,72.18180286253003,60.1,Stable,0,0,0,0,0,0
1220,SME_1220,205204.7449762928,0.200503552663014,0.1201572903009186,219.4648914180863,29488.980038903923,84,16,10,retail,0,0.0,0,0,67892.55953292425,0.2021815050556003,13,startup,1,1,1,1,1,1,3,1,234284.43990518505,8743.273419303528,0.0871144808793658,0.027016029505616,0.1132347633746941,137552.42209462018,31864.822561624456,7,19,35,21047.15618291673,3184,41307,420,low,2468,1715,1522,online,28,male,master,self-employed,Eldoret,1,medium,68.8,6.01510657989042,9.907212116902112,25.0,21.996067742477035,17.70729710228716,70.71847142465461,2442.9136306701525,1.4657481784020916,1.1417106360393947,0.0,0.7307692307692307,18.269230769230766,17.73530473250612,37.47028368013898,30,35,30,95,0.6948946515397083,0.887463556851312,23.7353731258653,6.958692525328864,0.13190954773869346,22.7212905236095,25.0,10,81.4566636494748,69.4,Stable,0,0,0,0,0,0
1221,SME_1221,35476.841437334195,0.0764901482278497,0.5677162558777642,15678.813735692189,38459.3394997964,47,11,17,tech,0,0.0,0,1,605012.192817521,0.0132014978279508,12,growth,1,1,1,0,1,1,1,1,141296.93707517313,25213.084385481936,0.0741581436217493,0.0308629333014211,0.1309075399230669,147137.21368911056,6176.869691217035,0,14,0,6810.673168497306,1857,93813,247,low,637,637,116,physical,31,female,bachelor,self-employed,Kisumu,0,low,40.2,2.294704446835491,51.8583088580102,25.0,10.807093603055895,15.166522863463673,53.268320913355055,754.8264135603021,0.4528958481361812,3.982793601419058,0.0,1.0,25.0,17.38184920153866,42.83474504967484,20,35,30,85,1.0,0.18210361067503925,17.73155416012559,0.9224506166446776,0.13301023155627356,8.531160823512716,25.0,10,61.262714983638304,58.6,At Risk,0,0,0,0,0,0
1222,SME_1222,57278.602419711024,0.203024660453624,0.3020175546928939,98.30436717650156,21442.718065331923,91,21,8,transport,1,159504.94844242051,0,9,650310.3194325551,0.1970190787733572,6,startup,1,1,0,1,1,0,2,1,58529.44933825677,30010.766273563306,0.0709808568009655,0.0305136989583932,0.1286846687912754,106837.49302651235,3121.196111127974,11,27,42,40462.47431453041,293,86478,452,high,4385,3517,1773,online,47,male,bachelor,self-employed,Kisumu,1,medium,45.4,6.09073981360872,23.036600299409695,25.0,17.449561132677655,15.859998834858203,64.40029978114458,629.4351914253958,0.3776611148552375,1.0218379441135823,0.0,0.7105263157894737,17.763157894736842,17.426306624174494,35.56712563376657,20,20,30,70,0.8020524515393387,0.504122831959056,19.59262925247592,2.671237958042162,1.5426621160409557,25.0,20.0,20,84.59262925247592,62.4,Stable,0,0,0,0,0,0
1223,SME_1223,68023.33608919944,0.2459375300797699,0.2662720416307722,0.0,37922.78736545633,52,22,18,services,1,205422.55038969644,0,1,610319.698561314,0.2651187118902723,4,mature,0,1,1,1,0,1,4,1,184552.91496988529,43352.2205866376,0.0627885778530328,0.038900386570641,0.1602503133180914,107027.89755376868,36694.55877407198,16,20,8,13932.819136342783,550,65453,8,high,856,856,512,mobile,35,male,master,self-employed,Other,0,low,43.2,7.378125902393096,25.354085451976623,25.0,18.343198959230694,16.108879873338434,66.83020473496222,1308.1410786384508,0.7848846471830705,2.7130823858429975,0.0,0.5555555555555556,13.88888888888889,16.794993733638172,31.46876726971013,30,15,30,75,1.0,0.5981308411214953,23.97196261682243,1.79373249739447,0.014545454545454545,10.491966962635681,25.0,20,79.46392957945811,62.2,Stable,0,0,0,0,0,0
1224,SME_1224,60355.99638295149,0.1986642030058799,0.1606811877821312,320142.565839984,18590.149563726787,24,25,12,agriculture,1,419271.00495389575,0,8,657033.0105523076,0.194080027834543,30,startup,1,1,0,1,1,1,4,1,151837.0495738638,18294.46112321251,0.0611440698317233,0.0404004438747305,0.1262946022336311,108734.7499421186,24428.20703508947,9,22,48,41343.36632358414,4043,17559,189,low,878,676,676,physical,56,male,highschool,self-employed,Mombasa,1,medium,43.0,5.959926090176396,26.475504995189915,25.0,20.98297030544672,15.935757577625614,67.87865397324873,2514.8331826229787,1.5088999095737872,2.5156912100411053,0.0,0.7096774193548387,17.741935483870968,17.474107955327376,36.72494334877213,20,35,30,85,0.7699316628701595,1.0,26.548974943052393,3.2466654545221343,0.04674746475389562,15.162552731723618,25.0,20,86.71152767477601,67.3,Stable,0,0,0,0,0,0
1225,SME_1225,46311.76464289632,0.169862571656305,0.7403486853491668,2927.5895099391737,12204.728624630116,17,13,17,manufacturing,0,0.0,0,9,638747.8014520714,0.2295126552865291,16,mature,1,1,1,1,1,1,4,1,238891.8770916765,30506.382569866688,0.0831057818236976,0.0238207704254741,0.1238497523605206,100935.66787614046,42590.86259194117,18,8,19,36565.17313540136,2570,62149,287,high,2944,2449,954,mobile,25,male,bachelor,employed,Kisumu,1,medium,45.5,5.095877149689151,37.1896510292264,25.0,6.491282866270831,15.552334564283164,52.139494580243145,2724.2214495821363,1.6345328697492818,5.158341059420626,0.0,0.3076923076923077,7.6923076923076925,17.523004952789588,26.849845514846564,30,35,30,95,0.8318614130434783,0.38954675377705184,18.32112250230795,3.7945755343904564,0.11167315175097277,17.349949094972015,25.0,10,70.67107159727996,58.1,At Risk,0,1,0,0,0,1
1226,SME_1226,47288.051562364926,0.0808488661369475,0.1390007951665656,0.0,36450.67106464844,89,11,23,retail,0,0.0,0,6,147795.80728074207,0.2587817564457709,31,mature,0,1,1,0,1,1,1,1,391556.8953542269,7990.556714673589,0.0812130017960515,0.0346598470065153,0.1741647361102461,94481.30965774188,39850.03288067374,8,19,42,47091.78015262333,880,7144,464,high,3281,693,693,mobile,28,male,master,employed,Other,0,low,48.0,2.4254659841084245,34.088444272969554,25.0,21.52498012083586,15.582534218150276,64.53298032309456,531.3264220490441,0.3187958532294265,8.280250135445518,0.0,0.7037037037037037,17.59259259259259,16.51670527779508,34.428093723617096,20,35,30,85,0.21121609265467844,1.0,18.168241389820178,1.297316350596,0.5272727272727272,16.226507285096364,25.0,10,69.39474867491654,62.1,Stable,0,0,0,0,0,0
1227,SME_1227,50718.97712034639,0.0907204323712244,0.235672811159089,2735.046740082676,20983.614607863416,46,49,11,retail,1,182649.7417957246,1,1,250238.04140993705,0.0398731873514434,4,startup,1,1,0,0,1,1,2,1,279398.9975015973,46107.7230085533,0.1049591900436154,0.0466745408494399,0.150345014128529,156039.16480778693,14401.87755866136,9,16,41,4957.068715973628,1116,16818,74,high,3634,984,333,online,53,female,phd,employed,Mombasa,0,medium,50.7,2.721612971136732,40.32598101385786,25.0,19.108179721022776,15.683929027975182,62.51372172013469,1102.586459137965,0.6615518754827789,5.5087664098319085,0.0,0.64,16.0,16.99309971742942,33.6546515929122,10,35,30,75,0.27077600440286187,0.3384146341463415,9.13785957823805,2.4170753260660782,0.06630824372759857,13.282473829843793,25.0,10,57.420333408081845,56.8,At Risk,0,0,0,0,0,0
1228,SME_1228,46979.83038317946,0.2374733233707666,0.3623755254429091,0.0,49068.85521630974,64,3,9,manufacturing,1,254472.80819605076,0,0,626614.1251832299,0.2652581820889264,35,startup,0,1,1,1,1,1,3,1,395629.3694375522,25327.884103552176,0.1076679349884376,0.0244523161532514,0.1731821349139556,80597.97147780456,10420.704336712532,10,41,16,17459.09455597338,2716,7778,101,medium,1792,66,66,physical,50,female,bachelor,self-employed,Kisumu,1,low,44.4,7.124199701122998,23.248787849290792,25.0,15.940611863927273,15.573067834906603,63.63787939995687,734.0598497371791,0.44043590984230746,8.42126006438717,0.0,0.803921568627451,20.098039215686274,16.536357301720887,37.07483242724947,30,35,30,95,0.036830357142857144,1.0,15.552455357142858,0.9574266645528767,0.03718703976435935,7.274112439976253,22.5,20,65.32656779711911,63.6,Stable,0,0,0,0,0,0
1229,SME_1229,83209.82773351269,0.2045544302733732,0.3900319448616416,0.0,17474.25911540505,95,45,22,manufacturing,1,475012.34546965896,1,4,37339.29791403536,0.126646625535313,22,startup,0,1,1,0,1,1,3,1,201505.65057775693,16366.551310658537,0.0990429783348807,0.0490062356320786,0.1356983410744446,45313.33439927975,26299.166600285986,9,14,2,31194.20742604342,604,63607,290,low,2132,701,578,online,26,male,master,employed,Other,0,high,68.7,6.136632908201196,10.327506202115188,25.0,15.24920137845896,16.40059828669747,62.78643257335763,875.8929235106599,0.525535754106396,2.421656865137346,0.0,0.6086956521739131,15.217391304347828,17.286033178511108,33.02896023696533,20,35,30,85,0.32879924953095685,0.8245363766048502,17.300034392037105,4.761851543116705,0.48013245033112584,24.71457547008763,25.0,10,77.01460986212473,62.6,Stable,0,0,0,0,0,0
