sme_id,business_name,revenue,profit_margin,debt_ratio,collateral_value,marketing_spend,employee_count,staff_count,age_of_business,sector,previous_funding_received,previous_funding_amount,default_history,loan_applications_count,funding_requested_amount,expected_roi,project_duration_months,business_stage,collateral_offered,business_registration_uploaded,tax_clearance_uploaded,financial_statements_uploaded,tax_registered,tax_paid_last_year,licenses_required,licenses_up_to_date,total_payroll,cost_per_hire,nssf_contribution_percent,nhif_contribution_percent,staff_turnover_rate,bank_balance,m_pesa_balance,pending_invoices,paid_invoices,late_payments,campaign_spend,clicks,impressions,conversions,target_segment,total_customers,active_customers,repeat_customers,channels_used,owner_age,owner_gender,education_level,employment_status,location,eligible_for_funding,default_risk,business_health_score,revenue_6m_ago,customers_6m_ago,marketing_spend_6m_ago,revenue_growth_6m,revenue_velocity,customer_growth_6m,customer_velocity,customer_retention_rate,customer_activation_rate,customer_acquisition_rate,cash_runway_months,debt_capacity,reinvestment_capacity,revenue_per_employee,operational_leverage,staff_stability,customer_base_growth,market_penetration_velocity,marketing_roi,marketing_efficiency,marketing_intensity,conversion_rate,marketing_growth_potential,has_funding_track,funding_growth_boost,composite_growth_score,predicted_6m_growth_rate,predicted_6m_revenue,current_revenue_category,predicted_revenue_category,will_jump_category,growth_stage
824,SME_824,43527.0452435537,0.0516367107237497,0.2978851551139992,6875.409109531272,17695.291312842935,34,7,17,services,1,28665.428678868982,1,8,506531.6608814043,0.228445265762833,8,growth,1,1,1,1,1,1,3,1,182516.5493562169,15135.609844154493,0.0587034332416785,0.0238879763345233,0.192279414296386,83792.50032038537,45784.01938873784,1,3,27,6169.8218150884,2896,68178,389,low,4096,2118,643,mobile,22,female,highschool,self-employed,Kisumu,0,medium,40.3,41482.179080936694,3997.0,15921.228272484857,0.04929505170466644,0.008215841950777741,0.024768576432324243,0.00412809607205404,0.3035882908404155,0.51708984375,16.5,35.72303674207612,0.7021148448860008,2247.593443900948,1280.207213045697,0.025604144260913942,0.807720585703614,0.024768576432324243,0.00412809607205404,2.4598094755276803,0.1241213522677114,0.4065355508013397,0.1343232044198895,1.0,1,0.6585659219106836,29.6,0.079,46965.681817794444,Small,Small,0,Growing
825,SME_825,42389.88105479046,0.1463316884595771,0.2906027666817267,9172.120991781176,44572.75322781861,38,32,11,services,1,439949.7569889783,0,6,738940.1547750338,0.2018150766160779,7,startup,1,1,1,1,1,1,1,1,260739.3388295711,11308.343848297638,0.1030126808475789,0.0456304320326208,0.0999326169222523,129707.2432927078,30036.75690531112,8,1,4,2289.976067972416,3440,63996,232,high,1995,1995,1159,online,29,male,bachelor,self-employed,Other,1,medium,46.4,40492.11333362457,1949.0,38763.752508983875,0.046867588893909025,0.007811264815651504,0.023601847101077475,0.003933641183512912,0.580952380952381,1.0,7.666666666666667,45.22135836848724,0.7093972333182733,6202.982868348126,1115.5231856523806,0.02231046371304761,0.9000673830777477,0.023601847101077475,0.003933641183512912,0.951026759287874,0.06683557772249642,1.0514951238057666,0.06744186046511629,1.0,1,1.0,28.4,0.11,47052.76797081741,Small,Small,0,Growing
826,SME_826,117321.20749737365,0.2692873861378844,0.3361860372610094,0.0,8293.896233126774,57,40,15,transport,1,155430.10883528064,0,9,971681.669109376,0.3435648285418667,31,growth,0,1,1,0,1,1,2,1,420856.6252264468,11138.510508330648,0.0672390001848639,0.0291822027565058,0.1489356635849224,127182.37504468393,21847.28530125011,18,16,47,35098.1739269303,4942,69705,409,medium,1515,1515,913,mobile,51,female,highschool,employed,Kisumu,1,medium,63.4,110465.49648264887,1469.0,9419.484842502032,0.06206201242033633,0.010343668736722721,0.031313818924438394,0.005218969820739733,0.6026402640264027,1.0,7.666666666666667,15.243245124213733,0.6638139627389906,31593.121305508113,2058.266798199538,0.04116533596399075,0.8510643364150776,0.031313818924438394,0.005218969820739733,14.145487741790074,0.2717702648766849,0.07069392150018948,0.08276001618777823,1.0,1,1.0,32.4,0.112,130461.1827370795,Medium,Medium,0,Growing
827,SME_827,129173.8595641356,0.2372824200874303,0.3126757718539293,316.2989134927331,7475.431976034808,4,18,20,beauty,0,0.0,0,7,696605.8580773086,0.1181129680438599,23,growth,1,1,1,1,1,1,2,1,251074.4097433306,20657.98730028561,0.0725096458283899,0.0406114069210525,0.1980402464806229,197531.72641262217,46336.26358346616,4,0,21,39107.5326073516,2466,33563,188,medium,338,338,161,online,40,female,master,self-employed,Other,1,low,53.2,122529.65736833829,329.0,10665.60219487529,0.054225257284643065,0.009037542880773844,0.02735562310030395,0.004559270516717325,0.47633136094674555,1.0,1.5,22.654861361482173,0.6873242281460707,30650.686009411947,32293.4648910339,0.6458692978206779,0.8019597535193771,0.02735562310030395,0.004559270516717325,17.2797852991304,0.29057958208328716,0.05787108940817249,0.07623682076236821,0.9999999999999999,0,0.0,37.5,0.1,142091.24552054916,Medium,Medium,0,Growing
828,SME_828,41407.57722470984,0.1456597193443777,0.4196991824418354,2926.4703760878137,28845.476766137566,2,20,16,manufacturing,1,477553.457864045,0,1,120389.915970759,0.0345123211145952,14,growth,1,1,1,1,1,1,2,1,454007.89442516735,41156.30654545847,0.0517353626339213,0.0276108509413121,0.1831211636062789,143000.30942916343,18490.687852056937,9,12,13,23569.438192092217,4094,82404,85,low,3105,3105,2277,mobile,25,male,none,self-employed,Eldoret,1,medium,47.8,37992.097970724964,2971.0,28916.602640484616,0.0898997274806118,0.0149832879134353,0.04510265903736116,0.007517109839560193,0.7333333333333333,1.0,22.333333333333332,46.800419084123895,0.5803008175581645,6031.416077281882,20703.78861235492,0.4140757722470984,0.8168788363937212,0.04510265903736116,0.007517109839560193,1.4354963712480302,0.08901505843220776,0.696623147246686,0.02076209086468002,0.9999999999999999,1,1.0,31.1,0.069,44264.70005321482,Small,Small,0,Growing
829,SME_829,42728.20435836883,0.216601449394066,0.4385262924071053,0.0,32874.7114992471,12,40,3,beauty,1,470860.05117416295,0,4,259668.35991266355,0.1204002283380645,25,startup,0,1,1,0,1,1,3,0,104232.51631138573,48484.21506864952,0.0889304002051933,0.0489940890515187,0.1841322721633997,64783.18988384334,31904.24064278348,5,9,8,28195.97424134276,3863,85144,117,high,3429,3429,1838,mobile,51,female,none,self-employed,Eldoret,1,medium,45.1,36329.92533008894,3151.0,34051.85465867732,0.17611594216464702,0.029352657027441168,0.08822596001269438,0.014704326668782396,0.5360163312919218,1.0,46.333333333333336,27.154175649140594,0.5614737075928947,9254.990994028536,3560.6836965307357,0.07121367393061472,0.8158677278366003,0.08822596001269438,0.014704326668782396,1.2997286488536146,0.08327911372157648,0.7693913655608183,0.030287341444473207,0.9999999999999999,1,1.0,30.5,0.109,47385.57863343103,Small,Small,0,Growing
830,SME_830,44737.16201399622,0.1243445085742363,0.1424065017258298,1550.531810389841,9730.962716228258,35,20,6,transport,1,407452.5259913471,0,2,603194.508595796,0.2152041810765274,16,growth,1,1,1,1,0,1,2,0,172297.8396247632,30732.64238145993,0.0826931153229144,0.0215040279294249,0.1398558300917803,41564.42198130204,42905.685522297295,2,16,13,13099.788794531352,981,53922,170,low,2968,2272,2272,physical,47,male,highschool,self-employed,Kisumu,0,low,68.7,41783.89946675426,2867.0,10660.013829007738,0.07067943837055589,0.011779906395092648,0.035228461806766656,0.005871410301127776,1.0,0.7654986522911051,16.833333333333332,22.657702107390495,0.8575934982741702,5562.8204256363515,1278.2046289713205,0.02556409257942641,0.8601441699082197,0.035228461806766656,0.005871410301127776,4.5974034963044685,0.17223028288427286,0.21751408176459391,0.17329255861365953,1.0,1,1.0,33.4,0.044,46705.59714261205,Small,Small,0,Stable
831,SME_831,34564.787890997526,0.0307289889221296,0.4303158750886156,5787.613458406933,19535.87211273121,70,24,21,beauty,1,118100.53252493586,0,0,290044.699064468,0.2694550104003644,12,growth,1,1,1,1,1,1,4,0,81735.69370816732,33585.09302223193,0.1021468179134698,0.0354071404067106,0.1560509063032252,159581.60550376735,45884.85302774789,1,20,15,35740.02138670266,2137,66596,174,medium,3409,3073,685,physical,23,male,bachelor,employed,Eldoret,1,medium,44.2,31611.091011225053,3257.0,17948.12079668564,0.09343862502953851,0.015573104171589752,0.04666871354006755,0.007778118923344591,0.22290920924178328,0.9014373716632443,25.333333333333332,71.33263800586934,0.5696841249113844,1062.1409841982224,493.7826841571075,0.00987565368314215,0.8439490936967748,0.04666871354006755,0.007778118923344591,1.7692984317025815,0.10185940143664525,0.5651957759538102,0.0814225549836219,1.0,1,1.0,28.2,0.105,38194.09061955227,Small,Small,0,Growing
832,SME_832,37415.58271296796,0.0852873808309311,0.1220495359335218,966.7168014123456,47328.19214893719,72,41,23,retail,1,270990.0445741032,0,5,958390.871281357,0.1255886034893855,29,startup,1,1,1,1,1,1,3,1,279511.5047046022,40043.47310407681,0.1133982510091762,0.0473153983018735,0.1583238536008013,40053.119370692286,47522.07593695488,18,48,29,29197.832026015923,1744,60164,485,low,3510,2138,2138,physical,49,female,none,self-employed,Eldoret,1,low,47.4,37767.45534749209,3494.0,55689.786447769075,-0.009316821355492673,-0.0015528035592487787,0.0045792787635947334,0.0007632131272657889,1.0,0.6091168091168091,2.6666666666666665,28.087290574991663,0.8779504640664781,3191.0770518521003,519.6608710134439,0.010393217420268877,0.8416761463991986,0.0045792787635947334,0.0007632131272657889,0.7905559247905516,0.05825261441436932,1.264932648838143,0.27809633027522934,1.0,1,1.0,29.3,-0.015,36854.34897227344,Small,Small,0,Stable
833,SME_833,36741.9474940502,0.2594022137955738,0.3881783832206602,529.5373382622238,12330.8711345337,21,22,13,tech,1,119908.28714423756,0,8,417244.9933417303,0.56874668014983,4,growth,1,1,1,1,1,1,2,0,90514.5328366304,34781.051820986,0.0883396159435215,0.0340952137218355,0.1234147197947768,127351.30162240705,33336.704171996374,5,42,31,44115.80049651553,3961,36794,281,medium,4551,171,171,online,36,male,none,self-employed,Nairobi,1,medium,57.2,34039.45967069332,4377.0,16022.431491404193,0.07939279440688694,0.013232132401147824,0.039753255654557916,0.006625542609092986,1.0,0.037574159525379035,29.0,52.48105234065486,0.6118216167793398,9530.942519117358,1749.6165473357237,0.03499233094671447,0.8765852802052232,0.039753255654557916,0.006625542609092986,2.9796716787633204,0.13811993231205952,0.33560744531929065,0.07094168139358747,1.0,1,1.0,29.4,0.1,40416.14224345522,Small,Small,0,Growing
834,SME_834,38754.25461205742,0.1308204842719487,0.3929608177054303,3510.888630586386,33418.035105869705,61,10,1,services,1,137240.9732385851,0,1,468085.79761771776,0.218216095444462,16,growth,1,1,1,1,1,1,4,1,408057.8652001465,43174.47521802995,0.1166586730886516,0.0452103877610355,0.191671468292767,30801.668131289083,36289.81793023647,9,8,5,37307.38445332216,4545,56919,464,high,1962,1622,1348,physical,47,male,phd,self-employed,Eldoret,1,medium,44.4,36110.25308845046,1893.0,32704.533572667235,0.07322024348958715,0.012203373914931192,0.03645007923930269,0.006075013206550448,0.8310727496917386,0.8267074413863404,11.5,20.774437304951302,0.6070391822945698,5069.850355947753,635.3156493779904,0.012706312987559809,0.8083285317072331,0.03645007923930269,0.006075013206550448,1.159680827711215,0.07699604458292465,0.8623062278037601,0.10209020902090209,1.0,1,1.0,27.8,0.176,45575.00342377952,Small,Small,0,Rapid Growth
835,SME_835,49093.970353656216,0.1329631214437487,0.0133024662506243,0.0,37007.46968487954,35,32,21,agriculture,0,0.0,0,8,707570.0516007149,0.2151781568406693,9,startup,0,0,1,1,1,0,4,1,67893.66812891116,44782.31528251497,0.0603703083165432,0.0484948591017325,0.0846525314688881,145147.55683455846,25378.51413058771,17,30,16,946.7708806319696,1470,43713,128,medium,2086,214,214,physical,58,male,master,self-employed,Mombasa,1,low,73.0,51437.77606346569,2040.0,34355.43555648354,-0.04556584458312515,-0.0075943074305208575,0.022549019607843137,0.003758169934640523,1.0,0.10258868648130393,7.666666666666667,41.68155145816919,0.9866975337493757,6527.68754228899,1402.6848672473204,0.028053697344946407,0.9153474685311119,0.022549019607843137,0.003758169934640523,1.3265962458847858,0.08444063608364255,0.7538088571425443,0.08707482993197278,1.0,0,0.0,31.1,0.018,49977.661820022025,Small,Small,0,Stable
836,SME_836,55233.53459368936,0.1290113262607583,0.3139468869794114,0.0,22406.434973257976,48,19,14,beauty,0,0.0,0,7,533764.7367150367,0.0710365492164722,19,growth,0,0,1,1,1,1,1,0,263927.04162138456,33246.86177796475,0.0741251940101571,0.0220350538597214,0.1166364387865557,157664.4847341947,14959.732035292322,13,34,0,40492.49261674953,1817,34663,222,high,694,694,694,online,29,male,phd,self-employed,Eldoret,0,low,60.3,52371.48716464731,676.0,29302.058852093498,0.054648962326470533,0.009108160387745088,0.026627218934911243,0.004437869822485207,1.0,1.0,3.0,37.504219428870655,0.6860531130205886,7125.7515520013385,1150.6986373685284,0.023013972747370565,0.8833635612134443,0.026627218934911243,0.004437869822485207,2.465074638585319,0.12427341731271324,0.4056672298465939,0.12217941662080352,1.0,0,0.0,29.4,0.046,57774.27718499907,Small,Small,0,Stable
837,SME_837,126309.1275015996,0.2832895612701105,0.2297255829959526,0.0,46876.29933797915,15,24,2,services,0,0.0,0,8,394503.047550993,0.0557201298850938,22,mature,0,1,1,1,1,1,1,1,239276.52925913973,28987.82251173218,0.1080889240898226,0.034664219288224,0.192008354375763,198155.2815417956,1792.7967505917784,1,9,17,1356.4718303340717,3294,86896,200,medium,4215,2953,1509,mobile,20,female,master,employed,Other,1,low,62.3,96784.89156116924,3657.0,39537.4349129105,0.30505004928140766,0.05084167488023461,0.15258408531583265,0.02543068088597211,0.5110057568574331,0.7005931198102017,93.0,18.99606930210378,0.7702744170040474,35782.0573143386,8420.60850010664,0.1684121700021328,0.807991645624237,0.15258408531583265,0.02543068088597211,2.6945200300669643,0.13068506488226017,0.371123609712097,0.06071645415907711,1.0,0,0.0,38.8,0.15,145255.49662683954,Medium,Medium,0,Growing
838,SME_838,36785.7510791104,0.2638171240753444,0.1861852113096937,209.40669983912383,36832.83676093953,71,25,2,beauty,0,0.0,0,4,95105.1176514872,0.021690453536131,10,mature,1,1,1,1,1,1,4,1,141004.78562363487,22597.306780688727,0.0887320105720899,0.0405926765244328,0.0512680459840066,191072.3137815401,11879.996035073707,3,48,10,40692.27783656828,3713,99060,25,low,4976,521,521,online,50,female,none,self-employed,Kisumu,1,low,55.9,35028.557639261984,4854.0,57025.26960250602,0.05016459592612097,0.008360765987686829,0.025133910177173466,0.004188985029528911,1.0,0.10470257234726688,20.333333333333332,66.205735817703,0.8138147886903063,9704.711056642403,518.1091701283154,0.010362183402566309,0.9487319540159934,0.025133910177173466,0.004188985029528911,0.9987216384625834,0.06925077954281215,1.0012799978374198,0.006733099919202801,0.9999999999999999,0,0.0,30.1,0.009,37116.82283882239,Small,Small,0,Stable
839,SME_839,84325.44984137153,0.3053146163413693,0.5026278496048509,0.0,22896.228993044893,15,39,15,services,1,196576.1103572827,0,1,604516.6777177065,0.3371419001904199,22,mature,0,1,1,1,1,1,1,1,314084.2006070081,25771.12978654587,0.0882880045164973,0.0449653247026591,0.1571456463265468,144192.3671852854,49018.007842858126,14,47,10,49363.38380604274,4994,48098,63,low,1823,1823,1823,physical,51,male,bachelor,employed,Other,0,medium,46.7,75456.13795277965,1722.0,25889.66132359717,0.1175426165349502,0.019590436089158367,0.0586527293844367,0.009775454897406116,1.0,1.0,16.833333333333332,27.49495561184915,0.49737215039514915,25745.792366131733,5621.696656091435,0.1124339331218287,0.8428543536734532,0.0586527293844367,0.009775454897406116,3.682940534311863,0.15439262319170372,0.2715221684096087,0.01261513816579896,0.9999999999999999,1,1.0,29.6,0.085,91493.1130778881,Small,Small,0,Growing
840,SME_840,45827.45256322231,0.1388668352719964,0.2019481289043871,2024.316103241105,28466.760088804695,6,11,18,beauty,0,0.0,0,9,870228.430178154,0.3212450950943485,7,growth,1,1,1,1,1,1,1,0,223744.25379928597,20545.60765151777,0.0822270079439154,0.0248946693896124,0.2051302501208867,59118.35085320343,40512.70966357234,5,47,27,24043.927078378525,672,63476,189,medium,1881,242,242,online,39,male,bachelor,employed,Nairobi,1,low,59.9,45047.40968157327,1865.0,30015.617179093857,0.01731604296812912,0.002886007161354853,0.008579088471849867,0.0014298480786416445,1.0,0.1286549707602339,2.6666666666666665,26.08857048189466,0.7980518710956129,6363.913306032221,7637.908760537051,0.15275817521074103,0.7948697498791133,0.008579088471849867,0.0014298480786416445,1.6098583899347634,0.09592959631326767,0.6211726486331032,0.28125,1.0,0,0.0,30.5,0.108,50776.81744005032,Small,Small,0,Growing
841,SME_841,48802.03714839488,0.1706937142122966,0.1790434606322925,1147.8712637744495,34630.672171255035,81,31,9,agriculture,1,238398.51544120192,0,9,692047.192924855,0.1998547401222143,15,growth,1,1,1,1,1,1,3,0,139085.0649647324,24213.484819699315,0.0513066363620046,0.037003552026431,0.1117552103709437,13525.034403929883,24472.763270011736,5,14,11,11344.88152402916,4102,56888,497,medium,3223,2740,2702,online,48,male,none,self-employed,Eldoret,1,low,66.5,48334.10723483754,3207.0,39679.70616603331,0.009681153544097546,0.0016135255906829244,0.004989086373557842,0.0008315143955929736,0.9861313868613139,0.8501396214706795,2.6666666666666665,9.343330703609709,0.8209565393677075,8330.200981985998,602.4942857826528,0.012049885715653056,0.8882447896290563,0.004989086373557842,0.0008315143955929736,1.4092142626357305,0.08793006622411866,0.7096152987620529,0.12116040955631399,0.9999999999999999,1,1.0,29.4,0.043,50900.52474577585,Small,Small,0,Stable
842,SME_842,69650.14263093284,0.0438350215405446,0.311354241000764,1277.179346351974,29609.50902146091,68,32,3,transport,0,0.0,0,5,393865.10984601313,0.0785088355216252,19,mature,1,1,1,1,1,1,2,1,421953.25862509967,45486.943547105344,0.0556238212256545,0.0248876534187193,0.1706535625225158,113272.0951352276,17835.96423518004,8,44,33,478.5609583660089,600,38588,372,low,3866,2273,1887,physical,56,female,master,self-employed,Mombasa,1,medium,44.3,71168.26156710064,3825.0,33382.08880287727,-0.021331403953663338,-0.003555233992277223,0.010718954248366013,0.0017864923747276688,0.8301803783545975,0.5879461976202793,6.833333333333333,22.588564115102947,0.6886457589992361,3053.1155025289445,1024.266803396071,0.020485336067921422,0.8293464374774842,0.010718954248366013,0.0017864923747276688,2.3522896843865446,0.1209643600242094,0.4251177083492549,0.62,0.9999999999999999,0,0.0,27.6,-0.001,69580.49248830191,Small,Small,0,Stable
843,SME_843,35897.951413436545,0.2533854098282792,0.4028384619447624,0.0,43934.87919130379,22,9,4,retail,0,0.0,0,6,145171.54333066684,0.172247498886009,8,growth,0,0,1,1,1,1,3,0,347312.9710302672,48756.73514168799,0.0562660261110374,0.0426619040895247,0.1562007055419532,154366.18042154552,4152.874223494422,19,1,15,7514.650114578597,336,1662,376,low,4576,2572,1951,mobile,44,male,phd,employed,Nairobi,1,low,54.4,29469.122287561324,4126.0,31970.894293482685,0.2181547540894619,0.03635912568157698,0.10906446921958313,0.018177411536597188,0.7585536547433903,0.5620629370629371,75.0,52.98989443248504,0.5971615380552375,9096.017130889273,1631.7250642471156,0.03263450128494231,0.8437992944580468,0.10906446921958313,0.018177411536597188,0.8170718134247646,0.05972263117066364,1.2238826301062695,1.119047619047619,1.0,0,0.0,31.4,0.119,40169.80763163549,Small,Small,0,Growing
844,SME_844,59393.0389810619,0.0682554314112445,0.2787527120984809,831.8680765763232,17844.43311402006,32,3,15,tech,0,0.0,0,2,820011.423166159,0.3421438174852506,21,growth,1,1,1,0,0,1,3,0,55468.78274450312,21269.023594060996,0.0632620797256404,0.0285391126166475,0.1827690141162105,7071.631778110525,1496.7064049077203,17,37,9,25189.102296022204,352,69114,261,medium,1869,1869,94,physical,57,male,phd,employed,Kisumu,0,medium,52.3,56948.92928232715,1830.0,21503.898055581885,0.0429175706994938,0.007152928449915633,0.021311475409836064,0.0035519125683060107,0.05029427501337614,1.0,6.5,1.7311802857739647,0.721247287901519,4053.8974984772417,1856.0324681581844,0.037120649363163685,0.8172309858837895,0.021311475409836064,0.0035519125683060107,3.3283791421985733,0.14651931398789084,0.3004465408767843,0.7414772727272727,0.9999999999999999,0,0.0,19.5,0.053,62540.870047058175,Small,Small,0,Growing
845,SME_845,53527.49644913379,0.165174289463384,0.4749555818503878,116056.51894430292,14994.287002790246,22,14,5,retail,0,0.0,0,5,942913.3949865806,0.1495845116446387,27,growth,1,1,1,1,0,1,1,1,275839.1071901859,14926.552199900634,0.0565993209511072,0.0280645406429298,0.1506967573462419,107336.24874272302,37997.96817801474,3,2,45,40329.292221764204,358,88544,248,medium,105,105,105,online,20,female,phd,self-employed,Eldoret,0,medium,53.1,47906.097048639014,99.0,10075.15134074601,0.11734204510101028,0.019557007516835045,0.06060606060606061,0.010101010101010102,1.0,1.0,1.0,32.58158364843674,0.5250444181496122,8841.366192739484,2433.068020415172,0.04866136040830345,0.8493032426537581,0.06060606060606061,0.010101010101010102,3.5698594030628468,0.15194824392387296,0.28012307687580806,0.6927374301675978,1.0,0,0.0,29.5,0.068,57167.36620767489,Small,Small,0,Growing
846,SME_846,62905.90575495714,0.0731888230657009,0.3796463492946135,5742.731054327078,10691.944474763215,27,5,20,retail,0,0.0,0,5,400507.53098033945,0.1097957218700488,5,mature,1,1,1,1,0,0,2,1,172088.0166902677,8518.576108683825,0.0574622672384482,0.0430940549755516,0.2073710987682945,177163.1414048886,49293.09496372198,0,25,38,43573.90428970464,4872,35701,109,low,1893,1893,1225,physical,34,male,master,employed,Kisumu,0,low,39.3,58432.93563894053,1823.0,9832.347955009514,0.07654878309820459,0.012758130516367433,0.03839824465167307,0.006399707441945512,0.647120972002113,1.0,11.666666666666666,43.199041549595414,0.6203536507053865,4604.009206087214,2329.848361294709,0.046596967225894174,0.7926289012317055,0.03839824465167307,0.006399707441945512,5.883486011682665,0.1929125211366935,0.16996726056870526,0.022372742200328408,1.0,0,0.0,30.6,0.019,64101.11796430132,Small,Small,0,Stable
847,SME_847,56704.54879006317,0.1087793221282912,0.0,3422.3499225769906,1889.1484032297567,15,26,20,tech,0,0.0,0,7,734069.3454003803,0.1618999771931945,30,mature,1,1,0,0,1,1,3,1,461800.5185089484,42661.89339672276,0.0945823416766621,0.0452602255337473,0.1686334677210493,129257.4798688287,13437.616700923983,3,32,7,34178.04495895095,175,40937,317,high,111,111,111,mobile,53,male,none,employed,Nairobi,0,low,61.7,60254.155174431646,108.0,1854.996020552721,-0.05891056598657152,-0.009818427664428586,0.027777777777777776,0.004629629629629629,1.0,1.0,0.5,30.197597818415236,1.0,6168.282378973687,3780.303252670878,0.07560606505341756,0.8313665322789507,0.027777777777777776,0.004629629629629629,30.01593135463525,0.3434500987141883,0.03331564122349226,1.8114285714285714,1.0,0,0.0,36.7,0.123,63679.20829124094,Small,Small,0,Growing
848,SME_848,269207.6534571097,0.0913916298265209,0.2205799554739487,6089.73916709518,2150.698219002767,44,4,5,tech,1,95902.34615217344,0,0,422548.1710929406,0.1707139050392495,28,startup,1,1,1,1,1,1,3,1,376511.3825317912,44179.970450967936,0.0582843027731532,0.0303000897847913,0.1931514919117134,138337.29958294675,14452.301558694977,2,48,25,4341.048353524996,1186,50655,65,high,3864,1158,1158,online,42,male,bachelor,self-employed,Mombasa,1,medium,72.1,260602.80790539028,3801.0,1963.663097504769,0.033019005516024,0.0055031675860039994,0.016574585635359115,0.0027624309392265192,1.0,0.2996894409937888,10.5,6.810635545292218,0.7794200445260513,24603.32621121849,6118.355760388857,0.12236711520777713,0.8068485080882866,0.016574585635359115,0.0027624309392265192,125.17221201863252,0.48376477358350456,0.00798899359429028,0.05480607082630692,1.0,1,0.35623930048278757,38.2,0.119,301243.36421850574,Medium,Medium,0,Growing
849,SME_849,40082.093755237365,0.1074487317526927,0.2157236850972451,132573.3854945905,43502.75965546414,86,4,10,manufacturing,0,0.0,0,3,512221.6000751554,0.2738086795904378,10,mature,1,1,0,1,1,0,3,1,325226.6136308211,25271.245146087032,0.0825522971622147,0.0350330752376987,0.1904891080274198,97494.77549263027,46799.0687267692,12,23,41,49567.19806468163,3901,17211,169,high,4253,3085,348,mobile,48,female,phd,employed,Kisumu,0,low,51.6,39222.80466770047,4207.0,28886.57176012469,0.021907895032414963,0.0036513158387358273,0.010934157356786309,0.0018223595594643847,0.11280388978930309,0.7253703268281213,7.666666666666667,43.19949305059799,0.784276314902755,4306.770139992779,466.07085761903915,0.009321417152380784,0.8095108919725802,0.010934157356786309,0.0018223595594643847,0.9213689906728222,0.06530379479399936,1.0853414974056792,0.04332222507049475,1.0,0,0.0,28.7,0.072,42968.00450561446,Small,Small,0,Growing
850,SME_850,41308.60077311182,0.1122614107795715,0.3719041430144133,671.5647881959706,33919.657320295366,92,17,16,transport,0,0.0,0,0,839746.8530040815,0.0,17,growth,1,1,1,1,1,0,3,1,90074.33652591013,29408.801535259765,0.0544190437119941,0.0408038165766419,0.2178338089273502,188914.25153280076,30501.028934996502,14,32,41,37355.19931695995,3909,28095,26,high,4315,2453,2070,physical,32,male,master,self-employed,Eldoret,0,medium,50.0,38463.52865215614,4161.0,42331.76678452837,0.07396804767147108,0.012328007945245181,0.037010334054313865,0.006168389009052311,0.8438646555238484,0.5684820393974508,25.666666666666668,63.73935007083082,0.6280958569855867,4637.361800119631,449.0065301425198,0.008980130602850396,0.7821661910726498,0.037010334054313865,0.006168389009052311,1.2178366185437663,0.07965322246026568,0.8211282078180195,0.00665131747249936,1.0,0,0.0,28.1,0.056,43621.882416406086,Small,Small,0,Growing
851,SME_851,40242.2176752365,0.1116211843552446,0.0,555.2248248810323,33026.6207718243,9,27,12,retail,1,449376.1348578768,0,7,101755.85536693053,0.2169329110663876,3,growth,1,1,1,1,1,1,2,1,468790.6616273719,38291.956066507344,0.068858493541575,0.0423551049543649,0.1016354480856259,78056.2121390922,9516.745347097776,0,29,41,21322.85817801935,1746,75295,320,low,224,224,224,physical,21,male,master,self-employed,Other,1,low,60.5,43800.617167946075,215.0,42564.66299943557,-0.0812408528187056,-0.013540142136450934,0.04186046511627907,0.0069767441860465115,1.0,1.0,1.5,26.11375690860466,1.0,4491.8839979914555,4471.357519470722,0.08942715038941444,0.8983645519143741,0.04186046511627907,0.0069767441860465115,1.2184782074213287,0.07968214686744618,0.8206958433145101,0.18327605956471935,0.9999999999999999,1,1.0,31.3,0.012,40725.124287339335,Small,Small,0,Stable
852,SME_852,41015.6378399257,0.2083333738246215,0.6823514563076583,960.7370066139146,30732.1409467443,34,34,14,retail,0,0.0,0,1,539728.641810971,0.1303185759576332,25,mature,1,1,0,1,1,1,1,0,114890.5599745842,21913.36861189605,0.1147044502618544,0.0431035402079091,0.0879481234963319,78923.90115906285,3238.63910716668,15,42,13,40683.77720823335,4685,44908,285,medium,1191,316,316,online,59,female,phd,self-employed,Other,0,medium,45.4,34834.27825395301,1094.0,36196.90493845816,0.1774504854358861,0.029575080905981016,0.0886654478976234,0.0147775746496039,1.0,0.2653232577665827,16.166666666666668,24.03840425553505,0.31764854369234174,8544.926210760532,1206.3422894095795,0.02412684578819159,0.9120518765036681,0.0886654478976234,0.0147775746496039,1.334617002798525,0.0847847853169952,0.7492786304259013,0.060832443970117396,1.0,0,0.0,26.5,0.069,43845.71685088057,Small,Small,0,Growing
