sme_id,current_revenue,predicted_6m_growth_rate,predicted_6m_revenue,growth_stage,will_jump_category,current_revenue_category,composite_growth_score,growth_action
746,39164.8657389657,7.4,42072.0,Growing,0,Small,28.7,stability_support
747,54026.8724719492,9.2,58985.0,Growing,0,Small,34.6,stability_support
748,38873.679426729854,-4.1,37277.0,Declining,0,Small,30.7,intervention_required
749,40371.37530046528,7.0,43216.0,Growing,0,Small,29.7,stability_support
750,34240.858481690164,8.4,37130.0,Growing,0,Small,32.4,stability_support
751,37378.00406581081,6.5,39822.0,Growing,0,Small,27.3,stability_support
752,34526.07646401855,11.1,38369.0,Growing,0,Small,31.4,growth_support
753,36958.34878290276,6.4,39305.0,Stable,0,Small,28.5,stability_support
754,88282.68981386376,5.4,93020.0,Growing,0,Small,31.1,stability_support
755,37166.64579495753,10.8,41175.0,Growing,0,Small,31.0,growth_support
756,315705.1996396236,12.1,353933.0,Growing,0,Medium,30.4,growth_support
757,62935.13425870368,8.1,68045.0,Growing,0,Small,44.0,stability_support
758,53978.97567868736,3.8,56045.0,Growing,0,Small,29.5,stability_support
759,37926.5353800816,3.6,39304.0,Stable,0,Small,31.2,stability_support
760,70694.63697511156,4.4,73798.0,Growing,0,Small,30.0,stability_support
761,40779.69490475643,6.8,43559.0,Growing,0,Small,30.2,stability_support
762,52469.74344688221,9.3,57338.0,Growing,0,Small,28.4,stability_support
763,295722.22352545254,-0.0,295694.0,Growing,0,Medium,31.0,intervention_required
764,47909.34441584363,7.5,51480.0,Growing,0,Small,28.9,stability_support
765,94212.43286831184,7.5,101267.0,Growing,1,Small,30.7,stability_support
766,39392.43666543907,15.4,45463.0,Rapid Growth,0,Small,31.8,growth_support
767,49087.92962693573,6.3,52198.0,Growing,0,Small,30.5,stability_support
768,150243.18728839426,10.0,165244.0,Growing,0,Medium,23.8,stability_support
769,40200.022724696304,1.0,40608.0,Growing,0,Small,27.4,stability_support
770,155391.08320196194,5.8,164381.0,Growing,0,Medium,31.8,stability_support
771,71004.63792854153,8.5,77056.0,Growing,0,Small,38.3,stability_support
772,40933.29787981097,4.6,42835.0,Growing,0,Small,29.4,stability_support
773,67970.20981769412,9.0,74061.0,Growing,0,Small,30.5,stability_support
774,83680.47015137045,3.7,86797.0,Stable,0,Small,29.6,stability_support
775,67561.43976721413,6.6,71991.0,Growing,0,Small,31.3,stability_support
776,33479.37491086231,6.5,35662.0,Growing,0,Small,30.8,stability_support
777,39150.98260670204,8.0,42273.0,Growing,0,Small,32.1,stability_support
778,45278.98812818952,6.2,48088.0,Growing,0,Small,28.1,stability_support
779,48318.496068579785,1.1,48846.0,Stable,0,Small,33.4,stability_support
780,67517.80782563332,2.7,69355.0,Stable,0,Small,32.3,stability_support
781,53802.76238859338,8.8,58542.0,Growing,0,Small,29.5,stability_support
782,34613.91697893899,6.5,36856.0,Growing,0,Small,28.2,stability_support
783,59326.316049585046,3.7,61523.0,Stable,0,Small,25.5,stability_support
784,67133.20491285107,3.3,69333.0,Stable,0,Small,36.4,stability_support
785,65254.20608329146,8.7,70963.0,Growing,0,Small,26.6,stability_support
786,89908.24735125809,12.4,101055.0,Growing,1,Small,32.3,growth_support
787,76627.11262222145,6.6,81718.0,Growing,0,Small,28.8,stability_support
788,61802.72984203739,2.9,63621.0,Stable,0,Small,30.4,stability_support
789,48400.28773489966,8.1,52337.0,Stable,0,Small,31.4,stability_support
790,33107.669461987694,9.6,36283.0,Growing,0,Small,28.3,stability_support
791,60852.86891743394,9.0,66313.0,Growing,0,Small,29.0,stability_support
792,54551.868240812735,8.2,59023.0,Growing,0,Small,30.1,stability_support
793,56224.87743167433,8.7,61102.0,Growing,0,Small,31.0,stability_support
794,34940.980470654926,3.9,36295.0,Stable,0,Small,27.1,stability_support
795,36183.16862752969,12.1,40556.0,Growing,0,Small,29.1,growth_support
796,88253.80593734611,3.5,91311.0,Stable,0,Small,33.1,stability_support
797,48997.28860750228,7.9,52878.0,Growing,0,Small,28.1,stability_support
798,69921.34230194734,0.8,70452.0,Stable,0,Small,33.7,stability_support
799,50388.06116954674,-5.5,47638.0,Growing,0,Small,36.8,intervention_required
800,50418.55489770869,7.8,54337.0,Growing,0,Small,34.5,stability_support
801,81844.82335076295,10.5,90450.0,Growing,0,Small,29.4,growth_support
802,41491.09959329219,8.0,44796.0,Growing,0,Small,29.1,stability_support
803,51874.89429699688,11.8,58003.0,Growing,0,Small,35.2,growth_support
804,42170.39814030374,3.6,43682.0,Stable,0,Small,30.1,stability_support
805,42535.91921488695,6.6,45355.0,Growing,0,Small,29.7,stability_support
806,44317.25423134179,-3.4,42832.0,Stable,0,Small,31.0,intervention_required
807,54920.8465385783,8.2,59426.0,Growing,0,Small,35.9,stability_support
808,41958.38733580611,10.6,46421.0,Stable,0,Small,27.8,growth_support
809,101517.80731933468,4.8,106417.0,Growing,0,Medium,30.5,stability_support
810,37615.659602816086,9.3,41111.0,Growing,0,Small,29.3,stability_support
811,46284.67207473476,6.4,49234.0,Growing,0,Small,30.8,stability_support
812,42466.25985841375,6.9,45376.0,Growing,0,Small,30.8,stability_support
813,116758.41811046928,7.7,125702.0,Growing,0,Medium,31.8,stability_support
814,54271.12878430405,13.7,61712.0,Growing,0,Small,37.7,growth_support
815,87008.6576219789,18.6,103199.0,Rapid Growth,1,Small,33.9,growth_support
816,33857.98075698167,10.5,37403.0,Growing,0,Small,26.2,growth_support
817,56102.74366256241,3.5,58044.0,Growing,0,Small,28.5,stability_support
818,79344.5268351229,7.2,85034.0,Growing,0,Small,30.3,stability_support
819,51563.22702727202,5.9,54598.0,Growing,0,Small,28.5,stability_support
820,88986.37106262447,6.1,94398.0,Growing,0,Small,29.8,stability_support
821,41475.81512948825,3.8,43048.0,Growing,0,Small,30.7,stability_support
822,113524.56354476525,9.2,123997.0,Growing,0,Medium,30.9,stability_support
823,234457.37466029872,7.8,252662.0,Growing,0,Medium,33.0,stability_support
824,43527.0452435537,6.4,46306.0,Growing,0,Small,29.6,stability_support
825,42389.88105479046,9.0,46207.0,Growing,0,Small,28.4,stability_support
826,117321.20749737365,9.5,128414.0,Growing,0,Medium,32.4,stability_support
827,129173.8595641356,9.2,141117.0,Growing,0,Medium,37.5,stability_support
828,41407.57722470984,7.1,44337.0,Growing,0,Small,31.1,stability_support
829,42728.20435836883,10.0,47005.0,Growing,0,Small,30.5,growth_support
830,44737.16201399622,9.3,48882.0,Growing,0,Small,33.4,stability_support
831,34564.787890997526,9.1,37709.0,Growing,0,Small,28.2,stability_support
832,37415.58271296796,0.5,37610.0,Stable,0,Small,29.3,stability_support
833,36741.9474940502,9.1,40083.0,Growing,0,Small,29.4,stability_support
834,38754.25461205742,12.5,43599.0,Growing,0,Small,27.8,growth_support
835,49093.970353656216,4.3,51185.0,Growing,0,Small,31.1,stability_support
836,55233.53459368936,6.9,59046.0,Growing,0,Small,29.4,stability_support
837,126309.1275015996,15.5,145854.0,Growing,0,Medium,38.8,growth_support
838,36785.7510791104,3.6,38102.0,Growing,0,Small,30.1,stability_support
839,84325.44984137153,7.3,90471.0,Growing,0,Small,29.6,stability_support
840,45827.45256322231,8.6,49750.0,Growing,0,Small,30.5,stability_support
841,48802.03714839488,5.6,51528.0,Growing,0,Small,29.4,stability_support
842,69650.14263093284,0.4,69953.0,Stable,0,Small,27.6,stability_support
843,35897.951413436545,11.3,39950.0,Growing,0,Small,31.4,growth_support
844,59393.0389810619,5.0,62333.0,Growing,0,Small,19.5,stability_support
845,53527.49644913379,7.0,57294.0,Growing,0,Small,29.5,stability_support
846,62905.90575495714,4.1,65485.0,Growing,0,Small,30.6,stability_support
847,56704.54879006317,10.2,62495.0,Stable,0,Small,36.7,growth_support
848,269207.6534571097,9.5,294870.0,Growing,0,Medium,38.2,stability_support
849,40082.093755237365,7.7,43164.0,Growing,0,Small,28.7,stability_support
850,41308.60077311182,6.6,44037.0,Growing,0,Small,28.1,stability_support
851,40242.2176752365,2.0,41043.0,Stable,0,Small,31.3,stability_support
852,41015.6378399257,7.2,43974.0,Growing,0,Small,26.5,stability_support
853,40085.93631552747,6.6,42713.0,Growing,0,Small,27.8,stability_support
854,96848.50330632523,6.7,103309.0,Growing,1,Small,30.9,stability_support
855,114470.68968846567,6.1,121430.0,Growing,0,Medium,28.7,stability_support
856,40836.50474648549,6.4,43445.0,Stable,0,Small,24.4,stability_support
857,38156.57416242437,7.1,40881.0,Growing,0,Small,27.4,stability_support
858,62204.1620804612,7.4,66804.0,Growing,0,Small,28.2,stability_support
859,41054.16846480212,13.6,46648.0,Growing,0,Small,33.5,growth_support
860,67990.53684452784,5.7,71900.0,Growing,0,Small,29.6,stability_support
861,54431.33461064441,8.1,58816.0,Growing,0,Small,29.9,stability_support
862,33719.31254063078,5.4,35527.0,Stable,0,Small,31.5,stability_support
863,126018.6750839473,1.9,128465.0,Stable,0,Medium,31.0,stability_support
864,153317.1197062317,8.0,165635.0,Growing,0,Medium,45.2,stability_support
865,40357.179342313866,8.2,43682.0,Growing,0,Small,31.6,stability_support
866,43175.08035296193,12.5,48566.0,Growing,0,Small,32.7,growth_support
867,56613.82494120262,6.5,60271.0,Growing,0,Small,29.2,stability_support
868,57979.08609511692,7.1,62092.0,Growing,0,Small,28.8,stability_support
869,68997.04175984001,11.0,76579.0,Growing,0,Small,31.6,growth_support
870,182985.93046941352,6.9,195584.0,Growing,0,Medium,32.7,stability_support
871,46455.1298674135,10.0,51095.0,Growing,0,Small,28.6,stability_support
872,38467.076528182086,8.0,41545.0,Growing,0,Small,27.3,stability_support
873,34380.74830936828,2.8,35333.0,Stable,0,Small,29.3,stability_support
874,39113.28926651917,10.3,43154.0,Growing,0,Small,30.1,growth_support
875,49124.99671608956,8.4,53241.0,Growing,0,Small,29.1,stability_support
876,153153.40909479553,-1.4,151037.0,Stable,0,Medium,23.7,intervention_required
877,41471.85065079022,1.4,42066.0,Stable,0,Small,30.0,stability_support
878,54963.43832354399,7.6,59153.0,Growing,0,Small,31.0,stability_support
879,49460.71907244168,7.4,53128.0,Growing,0,Small,30.5,stability_support
880,96806.350357245,9.1,105648.0,Growing,1,Small,35.0,stability_support
881,287031.115553317,6.6,306066.0,Growing,0,Medium,23.4,stability_support
882,41310.1537266395,3.4,42716.0,Stable,0,Small,31.8,stability_support
883,41822.65413009341,6.0,44336.0,Growing,0,Small,29.1,stability_support
884,87725.12353148124,8.8,95416.0,Growing,0,Small,29.7,stability_support
885,69937.2612788926,20.6,84350.0,Rapid Growth,0,Small,33.0,growth_support
886,159789.3435456868,9.9,175566.0,Growing,0,Medium,31.5,stability_support
887,66135.20383375065,5.9,70031.0,Growing,0,Small,32.5,stability_support
888,43577.96662178982,6.8,46550.0,Growing,0,Small,28.0,stability_support
889,66384.53074949517,7.3,71244.0,Growing,0,Small,28.9,stability_support
890,91627.44876360416,12.8,103312.0,Growing,1,Small,41.0,growth_support
891,75993.87987512416,7.2,81490.0,Growing,0,Small,31.8,stability_support
892,63409.32892842063,-3.8,60984.0,Stable,0,Small,40.8,intervention_required
893,89057.82442691861,5.6,94089.0,Growing,0,Small,31.0,stability_support
894,95527.36590605784,3.7,99064.0,Growing,0,Small,29.7,stability_support
895,111262.63914945812,8.4,120570.0,Growing,0,Medium,38.6,stability_support
896,68607.52338741912,10.8,75992.0,Growing,0,Small,28.8,growth_support
897,46625.62701072093,4.2,48563.0,Stable,0,Small,31.0,stability_support
898,53051.9016047005,9.6,58138.0,Growing,0,Small,40.5,stability_support
899,98042.3537383276,4.1,102096.0,Growing,0,Small,28.8,stability_support
900,38295.84469267656,8.1,41415.0,Growing,0,Small,27.8,stability_support
901,58981.05010609128,6.3,62705.0,Stable,0,Small,21.5,stability_support
902,43096.48811687142,6.0,45685.0,Growing,0,Small,29.8,stability_support
903,50397.10116759241,6.2,53547.0,Growing,0,Small,30.9,stability_support
904,103178.01430590448,8.0,111451.0,Growing,0,Medium,30.1,stability_support
905,54134.68868988362,4.1,56380.0,Growing,0,Small,31.6,stability_support
906,50775.55562912744,10.8,56284.0,Growing,0,Small,29.7,growth_support
907,34482.68406776989,7.5,37058.0,Growing,0,Small,33.2,stability_support
908,72645.8004192064,4.9,76219.0,Stable,0,Small,31.6,stability_support
909,68480.59228419708,11.3,76209.0,Growing,0,Small,29.7,growth_support
910,208420.5455484221,11.2,231703.0,Growing,0,Medium,39.7,growth_support
911,44338.34883450261,7.9,47849.0,Growing,0,Small,34.9,stability_support
912,54844.20679826653,2.1,55973.0,Stable,0,Small,31.8,stability_support
913,55631.53556479671,18.3,65795.0,Growing,0,Small,28.2,growth_support
914,128962.24026084389,11.0,143123.0,Growing,0,Medium,30.6,growth_support
915,47923.65515876379,14.9,55052.0,Rapid Growth,0,Small,33.7,growth_support
916,56426.80915514947,6.8,60245.0,Growing,0,Small,29.7,stability_support
917,67031.31495327165,12.6,75472.0,Rapid Growth,0,Small,31.4,growth_support
918,54022.958119187126,10.5,59720.0,Growing,0,Small,29.3,growth_support
919,42377.60032915475,5.1,44558.0,Growing,0,Small,29.1,stability_support
920,54209.39559782074,4.8,56820.0,Growing,0,Small,27.8,stability_support
921,89475.75162227929,4.8,93754.0,Stable,0,Small,28.1,stability_support
922,36574.94459027723,4.7,38289.0,Growing,0,Small,31.3,stability_support
923,52726.2435863924,8.3,57100.0,Growing,0,Small,28.1,stability_support
924,39423.64627581988,7.3,42288.0,Growing,0,Small,27.1,stability_support
925,97257.6981055708,8.8,105861.0,Growing,1,Small,37.1,stability_support
926,33685.75782042978,7.4,36193.0,Growing,0,Small,34.3,stability_support
927,40974.986126458665,10.8,45384.0,Growing,0,Small,33.1,growth_support
928,59236.47635836276,13.2,67085.0,Growing,0,Small,33.3,growth_support
929,127779.15256335624,1.0,129108.0,Stable,0,Medium,32.9,stability_support
930,48485.27893003514,4.8,50836.0,Growing,0,Small,29.3,stability_support
931,41018.91984812376,5.4,43252.0,Growing,0,Small,28.8,stability_support
932,164366.70587790303,0.5,165190.0,Stable,0,Medium,23.8,stability_support
933,34036.41961924103,8.7,36984.0,Growing,0,Small,27.7,stability_support
934,31479.67148225282,14.8,36137.0,Rapid Growth,0,Small,33.3,growth_support
935,61183.71695333983,10.7,67740.0,Growing,0,Small,30.7,growth_support
936,41664.34904621561,6.6,44423.0,Growing,0,Small,28.4,stability_support
937,36614.03660493627,11.6,40861.0,Growing,0,Small,29.0,growth_support
938,71029.92049757519,4.3,74104.0,Growing,0,Small,40.1,stability_support
939,55484.34775684461,4.6,58036.0,Stable,0,Small,30.6,stability_support
940,40914.39133792301,7.9,44137.0,Growing,0,Small,29.8,stability_support
941,34920.58208963576,7.8,37654.0,Growing,0,Small,30.3,stability_support
942,78490.62439886235,8.3,84969.0,Growing,0,Small,30.7,stability_support
943,68666.3440023216,12.9,77554.0,Growing,0,Small,32.7,growth_support
944,47851.11934037173,6.6,50988.0,Growing,0,Small,29.6,stability_support
945,159780.15915022633,6.7,170455.0,Stable,0,Medium,25.1,stability_support
946,36260.272641559925,12.1,40665.0,Growing,0,Small,29.1,growth_support
947,33675.267542925576,8.3,36472.0,Growing,0,Small,28.5,stability_support
948,39508.004355158526,-1.2,39046.0,Stable,0,Small,30.2,intervention_required
949,48878.2180827604,12.8,55141.0,Growing,0,Small,29.7,growth_support
950,55472.22382511802,7.6,59676.0,Growing,0,Small,31.9,stability_support
951,45380.36040526347,12.0,50817.0,Growing,0,Small,28.2,growth_support
952,58490.14441831662,4.3,61006.0,Growing,0,Small,28.7,stability_support
953,35087.69439012047,13.2,39707.0,Growing,0,Small,33.4,growth_support
954,116477.50118661697,7.9,125725.0,Growing,0,Medium,50.6,stability_support
955,48171.46734677363,4.6,50373.0,Stable,0,Small,27.9,stability_support
956,92166.20247501077,4.6,96432.0,Stable,0,Small,32.6,stability_support
957,58218.08258087047,6.2,61857.0,Growing,0,Small,32.9,stability_support
958,61723.68935913638,6.7,65839.0,Growing,0,Small,28.0,stability_support
959,65615.77173839629,8.7,71298.0,Growing,0,Small,29.1,stability_support
960,61430.7974213578,4.5,64208.0,Growing,0,Small,20.9,stability_support
961,68372.2555499149,6.5,72797.0,Growing,0,Small,30.9,stability_support
962,107025.7625106227,8.1,115652.0,Growing,0,Medium,30.4,stability_support
963,54270.28604159878,8.1,58656.0,Growing,0,Small,28.9,stability_support
964,71057.00998131784,4.7,74373.0,Growing,0,Small,28.5,stability_support
965,48028.07812774892,9.3,52499.0,Growing,0,Small,34.2,stability_support
966,116159.7248068852,8.2,125695.0,Growing,0,Medium,34.8,stability_support
967,39669.27945918379,12.5,44641.0,Growing,0,Small,32.6,growth_support
968,153947.11784849115,10.0,169409.0,Growing,0,Medium,44.7,growth_support
969,48985.35494344551,4.8,51348.0,Growing,0,Small,31.1,stability_support
970,34120.617978642505,7.9,36815.0,Growing,0,Small,27.3,stability_support
971,52612.03196815646,6.5,56040.0,Growing,0,Small,27.6,stability_support
972,39620.585692024615,7.3,42502.0,Growing,0,Small,30.2,stability_support
973,76947.00204108834,4.7,80552.0,Stable,0,Small,35.8,stability_support
974,39921.2378889296,5.3,42043.0,Growing,0,Small,31.8,stability_support
975,42380.89899202199,7.3,45470.0,Stable,0,Small,30.4,stability_support
976,32307.994282141703,7.2,34625.0,Growing,0,Small,31.1,stability_support
977,42300.404783147686,5.9,44813.0,Growing,0,Small,27.2,stability_support
978,31019.044459675857,5.0,32559.0,Stable,0,Small,28.5,stability_support
979,33421.16036239328,4.9,35046.0,Growing,0,Small,25.9,stability_support
980,73265.50044691286,5.1,76987.0,Stable,0,Small,32.4,stability_support
981,74398.59475924008,10.9,82526.0,Growing,0,Small,36.8,growth_support
982,60721.42152858731,5.0,63758.0,Growing,0,Small,30.2,stability_support
983,37027.73582140686,8.0,39986.0,Growing,0,Small,31.5,stability_support
984,48836.42720049877,14.3,55840.0,Growing,0,Small,29.1,growth_support
985,49722.2162328492,3.2,51323.0,Stable,0,Small,34.7,stability_support
986,35663.218571771555,3.3,36826.0,Stable,0,Small,26.9,stability_support
987,121840.85854817092,8.0,131608.0,Growing,0,Medium,30.0,stability_support
988,78733.01566308507,8.3,85258.0,Growing,0,Small,30.3,stability_support
989,45711.833587005945,8.2,49438.0,Stable,0,Small,27.9,stability_support
990,50357.72185797695,14.0,57387.0,Growing,0,Small,30.1,growth_support
991,54569.5010373336,13.9,62150.0,Rapid Growth,0,Small,36.8,growth_support
992,31868.38819717009,5.9,33764.0,Growing,0,Small,28.7,stability_support
993,45284.47806058884,9.3,49499.0,Growing,0,Small,30.0,stability_support
994,39610.86664059864,7.7,42659.0,Growing,0,Small,28.2,stability_support
995,36760.99762679831,4.7,38498.0,Growing,0,Small,34.6,stability_support
996,44747.80197744518,4.9,46956.0,Growing,0,Small,31.1,stability_support
997,153541.84316920285,7.0,164250.0,Growing,0,Medium,32.4,stability_support
998,68298.67389106525,10.5,75442.0,Growing,0,Small,26.2,growth_support
999,40831.4682406053,6.7,43559.0,Growing,0,Small,27.8,stability_support
1000,65718.46131549307,8.2,71118.0,Growing,0,Small,32.2,stability_support
1001,112686.1296602802,16.4,131206.0,Growing,0,Medium,37.5,growth_support
1002,81131.01818917583,4.4,84705.0,Growing,0,Small,29.4,stability_support
1003,51062.18339216178,12.0,57174.0,Growing,0,Small,35.0,growth_support
1004,39982.41874201756,8.5,43376.0,Growing,0,Small,28.8,stability_support
1005,70608.1337818756,7.5,75933.0,Growing,0,Small,36.5,stability_support
1006,59729.369951845525,3.3,61681.0,Stable,0,Small,35.8,stability_support
1007,79624.26173013073,7.9,85885.0,Growing,0,Small,30.9,stability_support
1008,68077.53750461925,0.1,68163.0,Stable,0,Small,27.4,stability_support
1009,88041.56534449205,9.3,96252.0,Growing,0,Small,30.0,stability_support
1010,41257.36532400567,7.5,44367.0,Growing,0,Small,28.4,stability_support
1011,106115.941926492,6.5,113025.0,Growing,0,Medium,34.8,stability_support
1012,54297.34359866703,7.1,58174.0,Growing,0,Small,28.4,stability_support
1013,193323.6813980647,4.7,202427.0,Stable,0,Medium,46.8,stability_support
1014,39536.09879841146,3.9,41073.0,Stable,0,Small,28.5,stability_support
1015,146098.8299352396,7.9,157709.0,Growing,0,Medium,30.3,stability_support
1016,54305.15639142248,7.5,58356.0,Growing,0,Small,30.6,stability_support
1017,39934.18228559967,-3.6,38486.0,Stable,0,Small,30.6,intervention_required
1018,41892.98294037383,8.8,45586.0,Growing,0,Small,30.6,stability_support
1019,44149.19169415989,4.9,46310.0,Growing,0,Small,28.5,stability_support
1020,60680.72672165712,7.3,65095.0,Growing,0,Small,28.7,stability_support
1021,63945.93110473943,8.3,69284.0,Growing,0,Small,30.6,stability_support
1022,40802.16737588472,17.0,47723.0,Growing,0,Small,32.6,growth_support
1023,49300.60671833085,9.0,53741.0,Growing,0,Small,28.8,stability_support
1024,204698.7797653877,7.0,218964.0,Growing,0,Medium,25.5,stability_support
1025,145118.55169568548,4.9,152282.0,Growing,0,Medium,24.7,stability_support
1026,61065.86814177983,6.4,64959.0,Growing,0,Small,30.7,stability_support
1027,50594.32347060433,11.0,56147.0,Growing,0,Small,36.8,growth_support
1028,52423.73851477295,9.6,57438.0,Growing,0,Small,33.9,stability_support
1029,67244.61407494183,6.8,71825.0,Growing,0,Small,27.0,stability_support
1030,36602.47249049666,9.4,40037.0,Growing,0,Small,31.6,stability_support
1031,45121.20447460119,0.3,45237.0,Stable,0,Small,29.7,stability_support
1032,33077.94966704044,-0.1,33029.0,Stable,0,Small,24.0,intervention_required
1033,59905.07654796027,7.5,64376.0,Growing,0,Small,28.1,stability_support
1034,68547.89875765909,6.3,72882.0,Growing,0,Small,28.7,stability_support
1035,41901.86724353004,7.8,45165.0,Growing,0,Small,27.7,stability_support
1036,128616.9913247459,8.4,139389.0,Growing,0,Medium,27.8,stability_support
1037,35241.567314902284,6.8,37635.0,Growing,0,Small,26.6,stability_support
1038,33957.84010919789,2.8,34925.0,Growing,0,Small,28.6,stability_support
1039,54980.55137355086,5.1,57774.0,Stable,0,Small,27.7,stability_support
1040,87897.30663715285,9.6,96355.0,Growing,0,Small,34.9,stability_support
1041,140171.13029101735,5.8,148252.0,Growing,0,Medium,30.2,stability_support
1042,42214.47558451274,11.2,46950.0,Stable,0,Small,35.0,growth_support
1043,89780.88808846136,7.8,96794.0,Growing,0,Small,29.7,stability_support
1044,49018.027081920096,3.0,50480.0,Growing,0,Small,33.4,stability_support
1045,46529.85729113307,4.5,48626.0,Growing,0,Small,28.0,stability_support
1046,79045.97830262687,9.7,86716.0,Growing,0,Small,28.1,stability_support
1047,68750.18105628624,6.7,73338.0,Growing,0,Small,36.6,stability_support
1048,33453.027460413694,8.6,36334.0,Growing,0,Small,28.8,stability_support
1049,119385.67618145877,7.7,128630.0,Growing,0,Medium,30.6,stability_support
1050,111093.12664379374,8.1,120069.0,Growing,0,Medium,30.8,stability_support
1051,40215.489732588496,6.4,42799.0,Growing,0,Small,28.3,stability_support
1052,59800.23719259305,13.2,67697.0,Growing,0,Small,31.0,growth_support
1053,62959.17602208815,6.7,67188.0,Growing,0,Small,30.7,stability_support
1054,55931.70697655507,6.7,59672.0,Growing,0,Small,29.4,stability_support
1055,41076.93648438961,8.0,44347.0,Stable,0,Small,32.5,stability_support
1056,39719.3539110293,0.4,39885.0,Stable,0,Small,30.9,stability_support
1057,49276.503923631375,5.3,51892.0,Growing,0,Small,27.1,stability_support
1058,95755.5076703578,2.4,98066.0,Growing,0,Small,30.9,stability_support
1059,64675.08411659124,7.6,69596.0,Growing,0,Small,29.8,stability_support
1060,43416.0281960947,9.7,47641.0,Growing,0,Small,29.8,stability_support
1061,73765.6202165866,19.1,87875.0,Rapid Growth,0,Small,36.6,growth_support
1062,30387.61673182277,2.1,31026.0,Stable,0,Small,23.4,stability_support
1063,94179.4362847481,9.0,102646.0,Growing,1,Small,30.2,stability_support
1064,32811.293007513144,6.2,34835.0,Growing,0,Small,29.6,stability_support
1065,43532.74540401675,5.8,46050.0,Growing,0,Small,27.9,stability_support
1066,35918.443486482814,10.9,39842.0,Growing,0,Small,28.3,growth_support
1067,34838.841904838046,13.6,39569.0,Growing,0,Small,28.2,growth_support
1068,94967.97509259352,17.7,111746.0,Rapid Growth,1,Small,33.8,growth_support
1069,42100.18088475481,7.1,45087.0,Growing,0,Small,34.1,stability_support
1070,58327.95794474208,6.4,62049.0,Growing,0,Small,29.6,stability_support
1071,48851.96600039556,0.7,49183.0,Stable,0,Small,32.3,stability_support
1072,62390.37553167693,10.8,69126.0,Growing,0,Small,34.9,growth_support
1073,51441.37807461966,10.4,56787.0,Growing,0,Small,28.3,growth_support
1074,34905.211137619845,11.3,38844.0,Growing,0,Small,34.4,growth_support
1075,84987.90962722935,7.1,91029.0,Growing,0,Small,29.6,stability_support
1076,41768.25266661826,11.0,46352.0,Growing,0,Small,31.2,growth_support
1077,33538.23792258499,6.3,35655.0,Growing,0,Small,28.8,stability_support
1078,42621.326059088846,12.2,47804.0,Growing,0,Small,27.7,growth_support
1079,121596.73141517775,7.4,130640.0,Growing,0,Medium,30.6,stability_support
1080,77406.58544255902,7.3,83029.0,Growing,0,Small,28.8,stability_support
1081,43731.82675834816,7.1,46816.0,Stable,0,Small,33.5,stability_support
1082,43723.02585095128,7.3,46920.0,Growing,0,Small,29.1,stability_support
1083,44129.945853305886,3.7,45777.0,Growing,0,Small,26.2,stability_support
1084,193567.9417775849,2.1,197587.0,Stable,0,Medium,31.6,stability_support
1085,59378.71923241233,6.7,63381.0,Growing,0,Small,29.3,stability_support
1086,60866.27694077474,7.8,65602.0,Growing,0,Small,26.6,stability_support
1087,86918.47466453395,5.9,92057.0,Growing,0,Small,30.9,stability_support
1088,55352.92264797696,9.3,60514.0,Growing,0,Small,28.1,stability_support
1089,45094.69833918253,2.0,45978.0,Stable,0,Small,36.5,stability_support
1090,46123.44997145509,7.3,49493.0,Growing,0,Small,30.7,stability_support
1091,48372.736200636864,-1.7,47562.0,Stable,0,Small,30.8,intervention_required
1092,49043.5415966963,11.7,54780.0,Growing,0,Small,33.7,growth_support
1093,71844.04525656358,8.5,77934.0,Growing,0,Small,34.3,stability_support
1094,50894.78294472375,5.6,53734.0,Stable,0,Small,28.0,stability_support
1095,72058.28019705252,5.8,76215.0,Growing,0,Small,31.5,stability_support
1096,48198.71169437167,11.3,53667.0,Growing,0,Small,29.5,growth_support
1097,51481.75553241683,8.3,55772.0,Growing,0,Small,28.3,stability_support
1098,31987.37976749854,6.7,34129.0,Growing,0,Small,29.7,stability_support
1099,80701.41683987842,7.7,86945.0,Growing,0,Small,30.7,stability_support
1100,58327.509117809896,8.2,63105.0,Growing,0,Small,36.6,stability_support
1101,85085.259162437,7.0,91079.0,Growing,0,Small,30.4,stability_support
1102,30332.01081203993,2.6,31118.0,Growing,0,Small,28.2,stability_support
1103,195490.2231531244,9.5,214076.0,Growing,0,Medium,33.3,stability_support
1104,47112.15421189999,12.0,52773.0,Growing,0,Small,33.2,growth_support
1105,91594.94422934996,9.7,100441.0,Growing,1,Small,30.7,stability_support
1106,36476.77005244858,8.7,39649.0,Growing,0,Small,28.2,stability_support
1107,67216.31249413366,-0.2,67102.0,Stable,0,Small,30.6,intervention_required
1108,36379.04625867368,6.8,38845.0,Growing,0,Small,29.1,stability_support
1109,40235.27687946283,6.7,42914.0,Growing,0,Small,30.3,stability_support
1110,168884.25529703803,2.0,172337.0,Stable,0,Medium,26.8,stability_support
1111,46219.66823557255,5.7,48833.0,Growing,0,Small,29.1,stability_support
1112,54800.191821201086,9.6,60059.0,Growing,0,Small,23.9,stability_support
1113,78372.96632436613,8.7,85206.0,Growing,0,Small,29.1,stability_support
1114,63014.99183592879,0.7,63454.0,Stable,0,Small,30.3,stability_support
1115,53140.46371816372,10.9,58946.0,Growing,0,Small,30.2,growth_support
